Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE DOURADOS - SICOOB DOURADOS;10.319.386;b3S;I;2;S5;9;DOURADOS;MS;12/2017;29.864;958;4.682;4.212;4.545;526;77;0;15.000;20;27;78;277;9;0;0;411;0;2.870;95;0;0;0;0;2.965;343;9.954;939;0;0;0;0;11.236;0;0;0;0;0;0;0;0;138;112;2;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;S4;8;GUARULHOS;SP;12/2017;29.657;0;0;0;0;0;0;0;0;1.492;26.972;1.119;74;0;0;0;29.657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1.796.302;b3S;I;2;S5;9;NOVO HAMBURGO;RS;12/2017;29.558;5;1.323;3.002;3.519;203;37;0;8.089;27;880;2.296;3.530;1.272;189;0;8.194;19;876;446;0;0;0;0;1.340;60;747;1.297;152;0;0;0;2.255;0;0;0;0;0;0;0;0;219;1.374;2.219;3.414;1.891;562;0;9.679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5.861.932;b3S;I;2;S5;9;FLORIANOPOLIS;SC;12/2017;29.542;215;1.788;5.838;9.363;2.854;1.833;0;21.892;7;262;755;1.876;494;0;0;3.395;0;742;0;0;0;0;0;742;26;2.183;77;0;0;0;0;2.286;0;0;0;0;0;0;0;0;227;85;188;487;241;0;0;1.227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO SERTÃO BAIANO LTDA - SICOOB SERTÃO;2.057.584;b3S;I;2;S5;9;PINTADAS;BA;12/2017;29.499;791;1.728;3.717;4.909;2.453;1.186;0;14.785;29;348;910;1.972;641;0;0;3.900;0;1.584;16;0;0;0;0;1.599;205;6.959;819;0;0;0;0;7.983;0;0;0;0;0;0;0;0;228;68;156;333;333;112;0;1.231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DO CENTRO LESTE DE RONDÔNIA LTDA - CREDISIS LESTE;3.612.764;b3S;I;2;S5;9;CACOAL;RO;12/2017;29.351;398;9.246;8.939;3.834;227;0;0;22.644;14;82;176;83;0;0;0;356;0;729;860;0;0;0;0;1.589;0;4.438;115;0;0;0;0;4.552;0;0;0;0;0;0;0;0;53;156;0;0;0;0;0;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB CREDICARU SC/RS;694.389;b3S;I;2;S5;9;SAO JOSE DO CERRITO;SC;12/2017;29.215;72;2.034;5.490;4.938;845;7;0;13.387;18;573;2.172;2.421;623;0;0;5.807;0;1.127;208;1;0;0;0;1.336;9;7.770;753;5;0;0;0;8.537;0;0;0;0;0;0;0;0;43;32;42;30;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO AÇO LTDA - SICOOB VALE DO AÇO;19.869.338;b3S;I;2;S5;9;IPATINGA;MG;12/2017;28.855;284;2.997;8.221;8.866;915;0;0;21.284;13;257;594;768;62;0;0;1.695;0;640;993;42;1;0;0;1.676;46;3.943;87;0;0;0;0;4.076;0;0;0;0;0;0;0;0;88;36;0;0;0;0;0;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DO VALE DO SÃO FRANCISCO - SICREDI VALE DO SÃO FRANCISCO;4.237.413;b3S;I;2;S5;9;PETROLINA;PE;12/2017;28.651;351;3.310;7.499;9.602;1.504;505;0;22.772;13;112;217;212;5;0;0;559;0;985;3.092;0;0;0;0;4.077;133;971;100;0;0;0;0;1.204;0;0;0;0;0;0;0;0;34;4;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SICREDI BELEM - COOPERATIVA DE CRÉDITO;83.315.408;b3S;I;2;S5;9;BELEM;PA;12/2017;28.374;621;3.539;8.374;10.349;498;0;0;23.381;0;306;787;936;24;0;0;2.052;0;370;2.486;0;0;0;0;2.855;0;67;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;70.116.611;b3C;I;2;S4;9;CABEDELO;PB;12/2017;28.340;0;15.860;9.006;3.109;365;0;0;28.340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARMO DO PARANAÍBA LTDA - SICOOB CREDICARPA;23.949.522;b3S;I;2;S5;9;CARMO DO PARANAIBA;MG;12/2017;27.794;0;3.442;11.690;3.043;0;0;0;18.175;0;42;48;44;0;0;0;134;0;440;248;0;0;0;0;688;1;5.606;648;0;0;0;0;6.255;0;0;0;0;0;0;0;0;0;9;1.302;0;0;0;0;1.311;0;0;0;0;0;0;0;0;0;0;1.231;0;0;0;0;1.231;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS MAGISTRADOS, SERVIDORES DA JUSTIÇA DO ESTADO DE GOIÁS E EMPREGADOS DA CELG LTDA.;9.552.111;b3S;I;2;S5;9;GOIANIA;GO;12/2017;27.684;799;21.493;727;1.139;841;274;0;25.274;0;215;362;178;26;0;0;782;0;1.331;0;0;0;0;0;1.331;0;184;50;0;0;0;0;233;0;0;0;0;0;0;0;0;14;51;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41.707.258;b3S;I;2;S5;9;SANTO ANTONIO DO MONTE;MG;12/2017;27.199;106;3.301;6.645;7.996;2.511;858;0;21.416;2;149;406;665;44;0;0;1.266;0;257;135;454;187;11;0;1.044;93;2.903;404;0;0;0;0;3.400;0;0;0;0;0;0;0;0;31;41;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO  - SICOOB UNIMAIS;73.085.573;b3C;I;2;S4;9;SAO PAULO;SP;12/2017;26.750;0;839;9.073;5.590;6.550;703;0;22.754;0;0;0;0;0;0;0;0;0;2.997;0;0;999;0;0;3.996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA;71.243.034;b3S;I;2;S5;9;CAPELINHA;MG;12/2017;26.164;221;3.866;6.463;7.131;911;0;0;18.593;28;208;499;420;31;0;0;1.187;0;1.124;1.327;0;0;0;0;2.451;22;3.576;259;0;0;0;0;3.858;0;0;0;0;0;0;0;0;75;1;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PÉROLA DO VALE - SICOOB CREDIPÉROLA;82.133.182;b3S;I;2;S5;9;TIMBO;SC;12/2017;26.008;173;2.536;6.627;6.364;2.420;397;0;18.516;24;428;1.022;1.585;343;0;0;3.402;0;979;50;0;0;0;0;1.029;92;2.630;169;3;0;0;0;2.894;0;0;0;0;0;0;0;0;40;38;16;42;10;0;0;145;0;0;0;0;0;0;0;0;0;8;0;14;0;0;0;22;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66.402.207;b3S;I;2;S5;9;SAO ROQUE DE MINAS;MG;12/2017;25.328;96;1.516;5.673;5.545;2.418;1.494;0;16.741;8;198;539;885;173;3;0;1.806;0;915;285;0;0;0;0;1.199;21;3.414;274;0;0;0;0;3.709;0;0;0;0;0;0;0;0;89;96;324;402;171;0;0;1.082;1;75;220;278;2;0;0;576;0;0;0;215;0;0;0;215;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78.483.310;b3S;I;2;S5;9;ITAPIRANGA;SC;12/2017;25.249;78;2.213;4.226;7.166;1.189;577;26;15.474;0;372;682;989;230;61;0;2.335;0;225;44;0;0;0;0;269;0;1.454;298;0;0;0;0;1.752;0;0;0;0;0;0;0;0;12;78;846;352;166;0;0;1.454;5;218;553;1.028;212;0;0;2.015;0;731;1.220;0;0;0;0;1.951;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MARECHAL CÂNDIDO RONDON E REGIÃO - SICOOB MARECHAL;7.097.064;b3S;I;2;S5;9;MARECHAL CANDIDO RONDON;PR;12/2017;25.122;107;1.881;9.460;6.255;734;238;0;18.675;8;102;277;403;17;0;0;806;0;529;527;0;0;0;0;1.057;16;2.740;313;1;0;0;0;3.069;0;0;0;0;0;0;0;0;42;40;142;90;0;0;0;314;0;0;0;0;0;0;0;0;0;0;1.201;0;0;0;0;1.201;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA;1.152.097;b3S;I;2;S5;9;VOLTA GRANDE;MG;12/2017;25.072;136;2.195;5.387;5.209;443;324;0;13.694;0;40;117;211;114;0;0;483;0;4.341;706;0;0;0;0;5.047;68;5.126;311;0;0;0;0;5.505;0;0;0;0;0;0;0;0;122;117;45;38;21;0;0;342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DO ESTADO DE SÃO PAULO - SICREDI NOROESTE SP;3.065.046;b3S;I;2;S5;9;SAO JOSE DO RIO PRETO;SP;12/2017;25.022;108;1.504;3.005;4.169;497;76;0;9.359;0;349;847;1.016;32;0;0;2.244;280;1.443;1.498;0;0;0;0;3.220;85;5.046;413;0;0;0;0;5.545;0;0;0;0;0;0;0;0;123;771;1.138;1.578;783;228;33;4.654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA GRANDE GOIÂNIA LTDA.;10.209.619;b3S;I;2;S5;9;GOIANIA;GO;12/2017;24.955;29;1.314;5.077;6.663;725;184;0;13.992;0;202;489;920;108;0;0;1.719;0;1.676;20;0;0;0;0;1.696;28;7.379;91;4;0;0;0;7.502;0;0;0;0;0;0;0;0;19;28;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3.645.752;b3S;I;2;S5;9;SAO GOTARDO;MG;12/2017;24.952;19;2.274;8.304;4.946;207;0;0;15.750;0;221;601;600;14;0;0;1.436;0;541;310;0;0;0;0;851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;108;433;0;0;0;0;580;15;2.865;120;0;0;0;0;3.001;0;301;2.025;1.008;0;0;0;3.334;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO SÃO FRANCISCO LTDA. - SICOOB CREDIPRATA;26.178.111;b3S;I;2;S5;9;LAGOA DA PRATA;MG;12/2017;24.398;37;2.813;5.613;5.480;765;0;0;14.708;0;19;51;21;0;0;0;91;0;484;1.678;0;0;0;0;2.162;38;6.259;643;0;0;0;0;6.940;0;0;0;0;0;0;0;0;15;21;14;17;5;0;0;72;1;76;176;172;0;0;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE DIVINÓPOLIS LTDA - SICOOB CREDIVERDE;25.528.753;b3S;I;2;S5;9;DIVINOPOLIS;MG;12/2017;24.226;587;1.761;5.706;6.402;939;0;0;15.396;3;102;269;506;338;0;0;1.218;0;489;311;0;0;0;0;801;149;5.475;252;0;0;0;0;5.876;0;0;0;0;0;0;0;0;114;51;771;0;0;0;0;936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE E EMPRESÁRIOS DE GUARULHOS E REGIÃO;2.250.794;b3S;I;2;S5;9;GUARULHOS;SP;12/2017;23.516;565;1.752;4.364;8.906;4.017;697;0;20.300;0;71;89;48;0;0;0;209;0;1.285;0;0;0;0;0;1.285;20;1.221;0;0;0;0;0;1.241;0;0;0;0;0;0;0;0;432;49;0;0;0;0;0;482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED;1.657.678;b3S;I;2;S5;9;SAO SEBASTIAO DO PARAISO;MG;12/2017;23.221;162;1.796;4.589;6.893;1.835;1;0;15.276;0;75;202;287;6;0;0;571;0;2.456;86;0;0;0;0;2.542;24;4.356;384;0;0;0;0;4.764;0;0;0;0;0;0;0;0;17;52;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO CREDIMOTA   SICOOB CREDIMOTA;66.788.142;b3S;I;2;S5;9;CANDIDO MOTA;SP;12/2017;23.191;272;2.003;6.626;3.820;127;0;0;12.847;51;103;257;286;0;0;0;697;0;1.254;13;0;0;0;0;1.268;69;3.580;178;1;0;0;0;3.828;0;0;0;0;0;0;0;0;188;86;128;147;0;0;0;549;0;0;0;0;0;0;0;0;0;0;4.003;0;0;0;0;4.003;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO VALE DAS ANTAS LTDA. - UNICRED VALE DAS ANTAS;94.243.839;b3S;I;2;S5;9;CASCA;RS;12/2017;23.100;10;88;164;270;96;91;0;719;92;1.025;2.619;4.492;1.827;1.176;0;11.230;0;180;96;0;0;0;0;276;19;865;89;0;0;0;0;973;0;0;0;0;0;0;0;0;18;1.389;1.496;3.608;2.027;1.364;0;9.902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68.987;b3S;I;2;S5;9;ARAGUARI;MG;12/2017;22.927;719;1.813;4.878;3.572;526;0;0;11.507;22;103;228;286;5;0;0;643;0;2.683;702;0;0;0;0;3.385;323;3.352;321;0;0;0;0;3.996;0;0;0;0;0;0;0;0;159;158;39;134;49;0;0;539;0;0;0;0;0;0;0;0;0;276;1.291;1.291;0;0;0;2.857;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5.241.619;b3S;I;2;S5;9;PRIMAVERA DO LESTE;MT;12/2017;22.548;226;3.176;6.556;2.885;106;0;0;12.949;34;169;393;529;13;0;0;1.138;0;1.635;30;0;0;0;0;1.664;260;3.218;726;0;0;0;0;4.204;0;0;0;0;0;0;0;0;342;149;329;502;134;401;0;1.856;0;0;0;0;0;0;0;0;0;0;737;0;0;0;0;737;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA;59.869.560;b3S;I;2;S5;9;ADAMANTINA;SP;12/2017;21.682;2.079;1.603;4.008;2.061;573;0;0;10.324;15;349;956;1.584;117;0;0;3.020;0;2.163;2.759;0;0;0;0;4.921;0;3.084;246;0;0;0;0;3.330;0;0;0;0;0;0;0;0;9;78;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS URUBICI - SICOOB CREDIARAUCÁRIA/SC;2.587.492;b3S;I;2;S5;9;URUBICI;SC;12/2017;21.340;194;1.791;4.488;3.656;370;0;0;10.499;25;379;908;1.872;569;469;0;4.220;0;1.382;7;1;0;0;0;1.390;268;4.366;450;1;0;0;0;5.085;0;0;0;0;0;0;0;0;103;43;1;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE GOIANO;24.795.049;b3S;I;2;S5;9;RIO VERDE;GO;12/2017;21.321;77;2.112;6.055;1.457;0;0;0;9.700;33;526;2.793;3.451;103;0;0;6.905;0;822;263;0;0;0;0;1.085;0;2.758;230;0;0;0;0;2.988;0;0;0;0;0;0;0;0;67;28;113;0;0;0;0;208;0;0;0;0;0;0;0;0;0;63;76;148;148;0;0;435;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO COOCRELIVRE;53.935.029;b3S;I;2;S4;9;ORLANDIA;SP;12/2017;20.993;507;6.276;2.456;1.470;227;40;0;10.976;0;0;0;0;0;0;0;0;0;1.098;421;0;0;0;0;1.518;77;6.630;679;0;0;0;0;7.386;0;0;0;0;0;0;0;0;23;59;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;1.031;0;0;0;0;1.031;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VERDE PARÁ - SICREDI VERDE PARÁ;10.772.401;b3S;I;2;S4;9;PARAGOMINAS;PA;12/2017;20.955;40;905;2.436;2.085;98;0;0;5.563;3;156;325;446;54;0;0;984;393;3.555;2.186;0;0;0;0;6.134;47;4.774;311;0;0;0;0;5.132;0;0;0;0;0;0;0;0;228;894;1.130;755;104;0;5;3.116;4;6;14;2;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BARIGUI;51.774;n1;C;2;S4;197;CURITIBA;PR;12/2017;20.916;2;89;250;68;0;0;0;410;80;487;1.225;2.469;1.034;968;0;6.263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;1.025;3.999;4.748;2.315;2.100;0;14.244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S/A - DESENVOLVE MT;6.284.531;n1;I;1;S4;30;CUIABA;MT;12/2017;20.890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;596;1.461;3.633;7.915;4.732;2.553;0;20.890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIRECAO S.A. CREDITO, FINANCIAMENTO E INVESTIMENTO;58.158.387;n1;I;2;S4;14;SANTOS;SP;12/2017;20.883;1.277;4.736;6.843;7.556;426;46;0;20.883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SICREDI REGIÃO SUL DA BAHIA -SICREDI REGIÃO SUL DA BAHIA;97.489.280;b3S;I;2;S5;9;ITABUNA;BA;12/2017;20.433;74;3.649;8.288;5.993;480;0;0;18.484;8;139;324;384;74;43;0;971;0;620;272;0;0;0;0;892;0;41;2;0;0;0;0;43;0;0;0;0;0;0;0;0;2;40;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM;2.173.447;b3S;I;2;S5;9;GUANHAES;MG;12/2017;20.374;215;1.920;4.654;5.864;2.400;191;0;15.243;0;5;14;28;0;0;0;47;0;2.293;18;0;0;0;0;2.311;16;2.567;72;0;0;0;0;2.655;0;0;0;0;0;0;0;0;92;25;0;0;0;0;0;116;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL DE RIO BRANCO LTDA.;5.439.425;b3S;I;2;S5;9;RIO BRANCO;AC;12/2017;20.064;516;3.869;5.976;788;93;0;0;11.242;98;617;1.530;1.407;6;0;0;3.657;0;1.154;116;0;0;0;0;1.270;73;3.284;391;0;0;0;0;3.748;0;0;0;0;0;0;0;0;99;48;0;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO HORIZONTE - SICOOB HORIZONTE;7.194.313;b3S;I;2;S5;9;ARAPONGAS;PR;12/2017;19.938;89;1.429;5.450;4.516;107;0;0;11.590;2;104;225;332;3;0;0;667;0;1.195;955;42;0;0;0;2.192;124;4.968;152;0;0;0;0;5.244;0;0;0;0;0;0;0;0;107;138;0;0;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA;2.282.165;b3S;I;2;S5;9;VITORIA DA CONQUISTA;BA;12/2017;19.896;222;1.993;3.368;2.890;412;0;0;8.884;1;67;179;195;0;0;0;441;0;1.486;6;0;0;0;0;1.493;659;7.106;644;3;0;0;0;8.412;0;0;0;0;0;0;0;0;222;182;0;0;0;0;0;404;0;0;0;0;0;0;0;0;0;0;261;0;0;0;0;261;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LEME - SICOOB CREDIACIL;8.795.285;b3S;I;2;S5;9;LEME;SP;12/2017;19.808;34;1.221;4.284;5.092;2.722;3.628;0;16.981;0;53;127;292;84;0;0;556;0;924;0;0;0;0;0;924;1;1.181;98;0;0;0;0;1.280;0;0;0;0;0;0;0;0;16;51;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE GUARAMIRIM - CREVISC;10.143.743;b3S;I;2;S5;9;GUARAMIRIM;SC;12/2017;19.779;69;1.955;4.180;3.641;135;0;0;9.981;10;520;1.240;1.749;291;0;0;3.811;0;175;713;0;0;0;0;888;0;2.914;261;0;0;0;0;3.175;0;0;0;0;0;0;0;0;185;185;397;787;332;39;0;1.925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
