Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2015;460.762.211;1.924.249;4.481.117;12.228.032;24.467.257;12.251.439;258.042;0;55.610.136;1.052.616;1.428.740;3.038.072;3.418.444;296.526;1;415;9.234.814;430.386;1.456.491;3.523.880;5.057.232;710.446;146;0;11.178.581;1.840.733;11.341.226;30.319.342;68.292.106;53.752.615;138.367.489;49.579.100;353.492.610;2.454.629;5.789.986;1.548.102;112.662;534;0;0;9.905.914;222.685;1.533.414;878.666;465.806;341.017;155.504;0;3.597.091;2.273.319;4.380.309;4.244.970;3.270.848;1.740.037;1.732.256;101.324;17.743.064;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPINA GRANDE LTDA. - UNICRED CENTRO PARAIBANA;1.151.186;b3S;I;2;;9;CAMPINA GRANDE;PB;06/2015;42.495;0;15;27;19;0;0;0;61;234;3.066;6.638;5.570;1.145;359;0;17.012;168;3.135;7.588;9.250;1.008;1;0;21.150;0;0;0;0;0;0;0;0;220;1.683;416;0;0;0;0;2.319;0;0;0;0;0;0;0;0;53;1.301;599;0;0;0;0;1.953;0
COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA    SICOOB CREDITRIL;41.669.227;b3S;I;2;;9;UBERLANDIA;MG;06/2015;42.311;0;0;0;0;0;0;0;0;172;3.478;6.796;2.432;16;0;0;12.894;3;197;685;770;0;0;0;1.655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.399;10.615;6.737;130;26;0;22.907;2;3.975;729;150;0;0;0;4.856;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO NO ESTADO DO RIO DE JANEIRO LIMITADA - SICOOB COOMPERJ;4.694.278;b3S;I;2;;9;RIO DE JANEIRO;RJ;06/2015;42.162;37;1.799;8.173;12.901;5.906;152;0;28.968;60;775;3.008;4.331;1.136;662;9;9.981;4;260;687;1.251;354;1;0;2.556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;248;246;96;47;0;0;657;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE CÂNDIDO MOTA E REGIÃO.;66.788.142;b3S;I;2;;9;CANDIDO MOTA;SP;06/2015;42.067;1;10;28;55;22;0;0;116;424;1.332;1.967;887;91;4;0;4.706;20;378;1.039;1.504;85;0;0;3.026;0;0;0;0;0;0;0;0;3;4;2;2;0;0;0;10;1.670;1.158;17.267;6.332;1.541;131;0;28.100;1.703;3.858;350;179;21;0;0;6.111;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10.348.181;b3S;I;2;;9;ITAPEMA;SC;06/2015;41.885;1;77;192;359;53;0;0;681;1.019;2.211;5.161;6.294;1.156;0;0;15.839;125;1.383;3.688;5.591;399;0;0;11.185;0;0;0;0;0;0;0;0;707;4.678;997;0;0;0;0;6.381;0;0;0;0;0;0;0;0;981;5.015;1.005;521;110;0;166;7.798;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;38.588.174;b3S;I;2;;9;CONSELHEIRO PENA;MG;06/2015;41.761;0;0;0;0;0;0;0;0;13;7;870;404;131;0;0;1.425;0;10;33;82;34;0;0;160;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;15;70;1.421;8.206;2.541;69;0;0;12.306;1.200;6.347;11.169;8.524;616;0;0;27.856;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5.241.619;b3S;I;2;;9;PRIMAVERA DO LESTE;MT;06/2015;41.101;0;0;0;0;0;0;0;0;3.921;4.689;4.254;2.776;218;51;0;15.909;7;199;514;668;1;0;0;1.389;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;43;869;10.731;800;4.660;175;0;0;17.235;312;5.081;486;645;0;0;0;6.525;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4.973.378;b3S;I;2;;9;ITAPEJARA D'OESTE;PR;06/2015;41.095;0;0;0;0;0;0;0;0;362;1.191;2.631;3.179;710;24;0;8.098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2;0;0;0;0;1;26;280;8.753;8.120;6.015;4.005;5.175;0;32.347;119;223;0;0;0;0;281;624;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MONTE CARMELO E REGIÃO LTDA - SICOOB MONTECREDI;71.392.047;b3S;I;2;;9;MONTE CARMELO;MG;06/2015;40.701;0;0;0;0;0;0;0;0;70;884;844;1.416;166;0;0;3.380;0;91;212;372;33;0;0;707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.857;14.577;7.131;1.983;0;0;34.548;21;1.912;132;0;0;0;0;2.065;0
JBCRED S/A SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR;4.230.630;n1;I;2;;10;SAO PAULO;SP;06/2015;40.379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.492;11.551;5.335;0;0;0;0;40.379;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA - UNICRED VALE DO PARAÍBA;2.197.569;b3S;I;2;;9;LORENA;SP;06/2015;40.211;0;179;454;497;62;0;0;1.192;107;2.498;6.553;11.383;5.546;4.427;0;30.514;5;497;1.353;2.256;301;0;0;4.411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;2.336;1.120;201;157;174;0;4.094;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SETE LAGOAS LTDA - SICOOB CREDISETE;22.753.982;b3S;I;2;;9;SETE LAGOAS;MG;06/2015;40.206;0;0;0;0;0;0;0;0;412;3.575;6.288;7.078;1.411;408;0;19.173;31;597;1.534;2.205;23;0;0;4.390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;3.560;4.997;3.935;28;0;0;12.548;287;3.673;136;0;0;0;0;4.096;0
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3.358.914;b3S;I;2;;9;CACHOEIRO DE ITAPEMIRIM;ES;06/2015;40.089;25;410;1.233;2.484;402;0;0;4.553;357;3.032;4.398;5.905;571;2;0;14.266;83;951;2.443;3.056;308;0;0;6.841;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;19;12;568;2.234;4.230;2.914;137;0;10.096;267;2.751;944;333;20;0;0;4.314;0
SOFISA;31.873;b1;C;2;;199;SAO PAULO;SP;06/2015;39.787;104;9;15;2;0;0;0;130;71;3.139;8.496;11.970;2.313;7.798;0;33.786;396;48;89;38;0;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;931;1.707;497;487;1.635;0;5.301;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA;32.615.247;b3S;I;2;;9;ILHEUS;BA;06/2015;39.496;1;16;71;205;235;11;0;537;5;263;1.703;1.563;44;0;0;3.578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;4.949;11.462;16.174;2.711;7;0;35.381;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO OESTE PAULISTA - SICOOB COOPCRED;53.623.781;b3S;I;2;;9;VALPARAISO;SP;06/2015;38.968;0;2;6;4;0;0;0;11;32;6.606;3.275;1.138;328;46;0;11.424;0;2;6;13;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.426;9.753;4.112;0;0;0;16.291;250;9.782;656;394;138;0;0;11.221;0
JURISCRED - COOPERATIVA DE CRÉDITO DOS MEMBROS DO PODER JUDICIÁRIO, DO MINISTÉRIO PÚBLICO, DE ÓRGÃOS JURÍDICOS E DE SERVIDORES PÚBLICOS ESTADUAIS E MUNICIPAIS EM ALAGOAS;4.179.861;b3S;I;2;;9;MACEIO;AL;06/2015;38.684;21;1.809;4.418;7.890;3.221;1.293;0;18.652;91;1.953;5.194;4.121;724;96;0;12.178;20;510;1.308;1.658;201;0;0;3.697;0;0;0;0;0;0;0;0;96;1.101;183;0;0;0;0;1.379;0;0;0;0;0;0;0;0;36;1.899;843;0;0;0;0;2.778;0
BANCO ARBI S.A.;54.403.563;b1;I;2;;2;RIO DE JANEIRO;RJ;06/2015;38.633;155;3.267;8.357;16.464;6.893;549;0;35.685;435;468;1.832;214;0;0;0;2.948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA NESTLÉ - CREDI NESTLÉ;62.562.012;b3S;I;2;;9;SAO PAULO;SP;06/2015;38.490;11;3.270;12.843;20.262;2.099;0;0;38.486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70.038.237;b3S;I;2;;9;NATAL;RN;06/2015;38.277;0;1;2;1;0;0;0;4;180;3.439;7.226;6.453;1.818;2.019;5;21.139;49;1.804;4.346;4.870;545;0;0;11.612;0;0;0;0;0;0;0;0;41;2.729;591;1;0;0;0;3.362;0;0;0;0;0;0;0;0;15;1.657;488;0;0;0;0;2.160;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6.031.727;b3S;I;2;;9;SANTO CRISTO;RS;06/2015;38.212;0;0;0;0;0;0;0;0;83;355;743;867;658;1.183;0;3.889;36;168;433;1.021;248;3;0;1.908;0;0;0;0;0;0;0;0;9;13;0;0;0;0;9;31;36;2.367;5.332;4.137;3.516;3.180;0;18.569;525;3.020;4.649;4.161;874;361;225;13.815;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO PODER EXECUTIVO FEDERAL, DOS SERVIDORES DA SECRETARIA DE SAÚDE E DOS TRABALHADORES EM ENSINO DO DISTRITO FEDERAL LTDA.   SICOOB EXECUTIVO;694.877;b3S;I;2;;9;BRASILIA;DF;06/2015;38.101;164;1.548;3.569;7.775;5.737;7.211;2;26.005;487;1.211;2.701;2.627;405;327;0;7.757;2;175;471;1.443;446;0;0;2.538;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;68;1.313;135;115;161;10;0;1.800;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC;2.232.383;b3S;I;2;;9;CLAUDIO;MG;06/2015;37.660;9;222;586;1.131;250;1;0;2.198;301;2.441;4.217;8.132;2.530;431;0;18.051;54;740;1.845;3.327;939;0;0;6.906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;3;128;64;0;0;272;85;8.065;1.071;1.013;0;0;0;10.234;0
COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE CAPIVARI;49.389.307;b3S;I;2;;9;CAPIVARI;SP;06/2015;37.590;0;26;42;13;0;0;0;82;106;4.252;6.819;2.581;25;0;0;13.783;0;171;410;417;2;0;0;1.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;6.853;6.050;63;286;0;13.386;493;5.848;2.986;12;0;0;0;9.339;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ASSOCIADOS DO AGRESTE E SERTÃO CENTRAL DO ESTADO DE PERNAMBUCO - UNICRED CENTRO PERNAMBUCANA;41.255.225;b3S;I;2;;9;CARUARU;PE;06/2015;37.466;0;91;231;269;19;0;0;609;164;4.741;9.165;7.630;761;21;0;22.483;161;1.808;4.305;4.576;305;0;0;11.156;0;0;0;0;0;0;0;0;101;1.257;317;0;0;0;0;1.675;0;0;0;0;0;0;0;0;12;1.105;426;0;0;0;0;1.543;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71.297.899;b3S;I;2;;9;PATOS DE MINAS;MG;06/2015;37.460;2;31;66;40;0;0;0;139;43;1.837;4.183;6.216;1.749;0;0;14.029;18;402;1.048;1.099;1;0;0;2.568;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;87;0;164;8.481;679;0;0;0;9.324;104;9.425;1.785;0;0;0;0;11.313;0
BANCO TRICURY S.A.;57.839.805;b2;I;2;;8;SAO PAULO;SP;06/2015;37.454;0;0;0;0;0;0;0;0;932;10.656;18.649;7.127;91;0;0;37.454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2.843.443;b3S;I;2;;9;JOINVILLE;SC;06/2015;37.343;10;399;1.081;1.865;261;11;0;3.627;258;2.040;4.221;5.018;640;2;0;12.178;35;1.165;3.090;4.654;563;0;0;9.507;0;0;0;0;0;0;0;0;501;3.884;922;1;0;0;0;5.309;0;94;88;210;22;0;0;414;354;3.246;1.062;1.254;263;12;116;6.308;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TRES BARRAS DO PARANA - CRESOL TRES BARRAS DO PARANA;4.273.001;b3S;I;2;;9;TRES BARRAS DO PARANA;PR;06/2015;37.198;0;0;0;0;0;0;0;0;142;819;1.482;1.585;213;3;0;4.244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;0;0;0;0;3;23;154;6.174;10.330;7.679;4.782;3.303;0;32.422;79;164;48;0;0;0;217;508;0
GAZINCRED S.A. SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11.760.553;n1;I;2;;14;DOURADINA;PR;06/2015;37.020;195;2.100;4.901;4.295;956;187;0;12.634;1.595;10.441;7.494;41;0;0;0;19.571;189;726;1.898;1.965;36;0;0;4.815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64.237.530;b3S;I;2;;9;ITAUNA;MG;06/2015;36.978;4;50;132;151;7;0;0;343;199;2.266;4.326;4.166;342;0;0;11.299;42;656;1.669;2.018;197;0;0;4.582;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;31;64;1.497;5.299;8.598;240;0;0;15.698;196;3.800;574;377;77;0;0;5.024;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DOS PODERES EXECUTIVO E LEGISLATIVO NO ESTADO DE MATO GROSSO - SICOOB SERVIDOR;4.346.379;b3S;I;2;;9;CUIABA;MT;06/2015;36.813;67;825;3.393;5.349;2.140;19;0;11.793;2.261;3.217;10.011;7.766;323;0;0;23.578;3;71;254;531;22;0;0;882;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;74;457;4;0;0;0;0;534;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC;80.959.638;b3S;I;2;;9;XANXERE;SC;06/2015;36.442;0;0;0;0;0;0;0;0;367;5.606;7.784;2.795;887;167;0;17.604;32;424;903;1.700;23;0;0;3.082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.561;4.913;2.204;1.546;60;0;14.284;20;688;311;145;300;7;0;1.471;0
COOPERATIVA DE CRÉDITO MÚTUO DOS ADVOGADOS DE SANTA CATARINA;5.861.932;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2015;36.192;0;0;0;0;0;0;0;0;237;2.823;6.570;9.307;2.487;908;0;22.332;14;834;2.328;5.063;752;0;0;8.991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;4.665;180;1;0;0;0;4.870;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS, BANCÁRIOS E ECONOMIÁRIOS DO ESTADO DE SANTA CATARINA - SICOOB CREDISC;3.419.786;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2015;36.011;26;2.063;4.933;12.509;9.143;2.621;0;31.295;42;506;934;1.165;361;97;29;3.134;3;72;190;428;63;0;0;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;331;379;72;34;0;0;826;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIÃO LTDA. - SICOOB CREDINTER;24.048.910;b3S;I;2;;9;GUARANESIA;MG;06/2015;35.932;16;149;379;864;305;0;0;1.713;106;1.322;2.807;4.517;2.209;8;0;10.970;6;187;498;1.024;220;0;0;1.936;0;0;0;0;0;0;0;0;16;1;2;1;0;0;0;19;228;4.470;9.861;2.503;1.922;0;0;18.984;52;1.695;551;9;4;0;0;2.310;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DA REGIÃO DAS MISSÕES E NOROESTE DO RS LTDA;95.163.002;b3S;I;2;;9;SANTO ANGELO;RS;06/2015;35.734;0;55;148;268;4;0;0;475;65;2.067;5.412;7.895;2.515;1.920;0;19.874;27;1.124;2.903;4.446;971;42;0;9.513;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;45;2.222;2.492;1.054;52;0;0;5.864;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DE EMPRESAS METALÚRGICAS DO ESTADO DE SÃO PAULO;44.401.800;b3S;I;2;;9;SAO BERNARDO DO CAMPO;SP;06/2015;35.604;23;3.359;12.383;19.175;114;0;0;35.054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493;57;0;0;0;0;0;550;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO   SICOOB/SC   CREDISERRA;1.692.448;b3S;I;2;;9;URUPEMA;SC;06/2015;35.449;1;89;250;357;133;0;0;831;603;1.671;3.178;2.416;602;124;0;8.594;3;259;588;1.241;380;0;0;2.472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;10.760;2.054;2.639;693;45;0;16.351;324;3.372;1.575;1.160;505;265;0;7.202;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPRESÁRIOS DE TRANSPORTES DO ESTADO DE SANTA CATARINA   TRANSPOCRED;8.075.352;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2015;35.204;3;19;48;35;0;0;0;105;554;3.372;8.244;7.165;348;1;0;19.683;136;1.728;4.616;6.498;389;1;0;13.367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;562;1.345;40;21;3;0;2.048;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA;1.609.345;b3S;I;2;;9;CAMPINA VERDE;MG;06/2015;34.940;0;9;26;40;0;0;0;76;230;5.164;4.241;1.146;246;1;0;11.029;2;266;773;1.519;281;0;0;2.842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1.979;9.768;7.187;22;0;0;18.988;32;1.499;370;93;11;0;0;2.005;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES;1.796.302;b3S;I;2;;9;NOVO HAMBURGO;RS;06/2015;34.787;0;43;104;105;0;0;0;251;173;3.072;7.629;10.452;2.783;505;0;24.615;33;824;2.103;3.386;527;0;0;6.873;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;35;1.511;1.071;423;1;0;0;3.042;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA;2.446.089;b3S;I;2;;9;CORONEL VIVIDA;PR;06/2015;34.755;0;0;0;0;0;0;0;0;126;984;2.003;2.196;561;30;0;5.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;3;11;520;7.716;8.420;5.421;2.925;3.491;0;28.493;48;76;0;0;0;0;227;351;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE LUZ LTDA.   SICOOB CREDILUZ;25.536.764;b3S;I;2;;9;LUZ;MG;06/2015;34.681;8;246;644;1.446;941;879;0;4.165;52;449;1.783;2.957;1.315;702;153;7.412;51;287;754;1.741;685;1;0;3.520;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;14;2.158;7.308;6.601;145;0;0;16.226;1.421;697;1.107;117;15;0;0;3.357;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA FOZ DO RIO ITAJAÍ-AÇU - CREDIFOZ;9.512.539;b3S;I;2;;9;ITAJAI;SC;06/2015;34.479;1;11;21;10;0;0;0;42;191;1.830;3.881;3.218;97;59;0;9.275;418;2.632;7.217;7.712;314;0;0;18.293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;2.424;2.924;1.177;83;0;0;6.869;0
UNICRED BELÉM - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE E DO FUNCIONALISMO PÚBLICO DE BELÉM;83.315.408;b3S;I;2;;9;BELEM;PA;06/2015;34.268;14;240;596;802;134;0;0;1.786;300;4.271;10.851;11.815;1.024;0;0;28.261;4;187;464;688;39;0;0;1.381;0;0;0;0;0;0;0;0;113;1.216;241;0;0;0;0;1.570;0;0;0;0;0;0;0;0;7;737;526;0;0;0;0;1.270;0
COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS;71.418.784;b3S;I;2;;9;VARGINHA;MG;06/2015;34.212;0;61;160;192;7;0;0;420;111;2.684;5.966;7.681;3.273;1.751;0;21.466;55;1.165;2.999;3.885;316;22;0;8.442;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;1.353;1.279;804;295;65;0;3.884;0
AGÊNCIA DE FOMENTO DO PARANÁ S.A.;3.584.906;n1;I;1;;30;CURITIBA;PR;06/2015;34.010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;3.042;7.836;14.973;2.860;17;0;28.930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;8;378;1.168;2.477;1.046;0;0;2;5.072;0
COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NOS ESTADOS DE ALAGOAS, SERGIPE E BAHIA - FEDERALCRED LESTE;2.493.000;b3S;I;2;;9;MACEIO;AL;06/2015;33.794;19;1.005;2.307;6.634;4.624;671;0;15.261;39;2.687;6.272;7.132;1.037;1;0;17.169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;14;1.009;309;2;0;0;0;1.334;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHOPINZINHO - CRESOL CHOPINZINHO;2.511.232;b3S;I;2;;9;CHOPINZINHO;PR;06/2015;33.683;0;0;0;0;0;0;0;0;76;642;1.405;2.194;413;40;0;4.771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;0;0;0;0;6;18;115;8.917;5.933;6.651;3.879;3.050;0;28.547;26;67;4;0;0;0;249;346;0
