Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2018;519.581.230;2.707.494;5.828.547;14.692.750;24.408.464;10.990.032;4.339.907;865;62.968.060;637.166;692.542;1.829.568;1.509.694;336;0;18.789;4.688.095;295.583;953.043;2.033.244;1.713.776;47.091;59;1.367;5.044.163;1.592.184;12.691.119;34.043.692;77.716.109;62.163.775;167.565.052;63.406.588;419.178.517;1.504.850;5.626.708;1.801.563;120.407;8.703;7.399;0;9.069.630;187.217;1.690.177;1.141.698;818.924;289.054;140.537;0;4.267.606;1.995.212;3.895.527;3.185.294;2.673.759;1.334.891;1.216.883;63.594;14.365.159;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26.960.328;b3S;I;2;S5;9;PARAISO DO NORTE DO TOCANTINS;TO;03/2018;74.675;3;72;221;524;3;0;0;823;1.932;14.418;14.570;6.331;1.060;229;0;38.541;94;523;1.316;2.233;351;0;0;4.517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;148;5.036;19.097;0;0;0;24.737;436;3.756;1.739;105;21;0;0;6.057;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21.866.694;b3S;I;2;S5;9;MONTES CLAROS;MG;03/2018;73.974;0;0;0;0;0;0;0;0;646;3.998;8.115;7.135;830;0;0;20.724;7;185;428;417;7;0;0;1.045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;2.214;6.197;12.901;11.063;8.499;0;41.066;398;9.655;978;109;0;0;0;11.140;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA SUL PARANAENSE - CRESOL SUL PARANAENSE;5.277.312;b3S;I;2;S5;9;CRUZ MACHADO;PR;03/2018;72.805;0;0;0;0;0;0;0;0;1.280;1.370;2.356;3.118;807;85;0;9.017;37;254;542;1.007;210;1;0;2.050;0;0;0;0;0;0;0;0;9;259;44;0;0;0;0;312;1.424;5.824;18.688;12.356;8.780;8.977;0;56.048;235;713;1.370;1.822;898;41;299;5.378;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4.463.602;b3S;I;2;S5;9;MARILIA;SP;03/2018;72.661;41;573;1.412;1.755;171;12;0;3.964;174;4.685;10.490;11.068;1.195;2;0;27.614;28;810;2.202;3.169;311;0;0;6.520;0;0;0;0;0;0;0;0;1.082;8.055;2.414;68;0;0;0;11.618;0;0;1.603;444;80;0;0;2.127;844;7.689;5.708;4.357;1.738;443;38;20.817;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1.439.107;b3S;I;2;S5;9;BARRA BONITA;SP;03/2018;72.560;1.023;8.833;19.537;11.049;3;0;0;40.445;143;3.800;7.809;6.820;321;1;0;18.894;39;1.039;3.235;6.214;1.085;3;0;11.615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.066;540;0;0;0;0;1.607;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO DOCE LTDA. - SICOOB CREDIRIODOCE;25.606.237;b3S;I;2;S5;9;GOVERNADOR VALADARES;MG;03/2018;72.437;25;334;890;1.416;62;0;0;2.728;549;3.645;9.292;5.988;1.661;522;0;21.656;59;257;604;910;102;0;0;1.932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;3.028;13.509;19.379;88;0;0;36.581;633;3.631;2.932;1.583;558;202;0;9.540;0
BANCO VOLVO BRASIL S.A.;58.017.179;b2;I;3;S4;8;CURITIBA;PR;03/2018;72.353;0;0;0;0;0;0;0;0;1.368;4.435;9.218;8.211;687;0;0;23.919;1.089;7.569;17.422;20.074;2.277;3;0;48.434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA;59.869.560;b3S;I;2;S5;9;ADAMANTINA;SP;03/2018;71.740;0;0;0;0;0;0;0;0;1.499;11.804;10.892;5.458;10;0;0;29.663;3;429;1.002;1.521;18;0;0;2.973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;7.602;14.108;3.821;196;0;0;26.042;385;7.098;5.579;0;0;0;0;13.062;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS;7.512.780;b3S;I;2;S5;9;AGUAS MORNAS;SC;03/2018;71.620;0;0;0;0;0;0;0;0;363;948;2.587;3.264;735;64;0;7.960;22;489;1.295;2.153;431;0;0;4.390;0;0;0;0;0;0;0;0;23;231;42;0;0;0;0;296;419;5.941;15.791;13.268;8.359;9.540;0;53.318;307;756;1.075;1.777;1.217;70;453;5.655;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2018;71.587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53.039;0;0;0;0;53.039;0;10.375;6.060;2.113;0;0;0;18.548;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;21.797.311;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2018;71.544;99;6.137;12.755;21.013;13.648;11.270;0;64.922;28;731;3.127;1.914;194;0;0;5.993;0;5;11;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;162;441;0;0;0;0;614;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4.973.378;b3S;I;2;S5;9;ITAPEJARA D'OESTE;PR;03/2018;71.253;0;0;0;0;0;0;0;0;433;1.217;1.973;2.828;652;117;0;7.221;101;232;542;870;235;0;0;1.981;0;0;0;0;0;0;0;0;16;152;27;0;0;0;0;195;723;5.291;26.478;9.840;7.774;8.251;0;58.357;224;406;643;1.279;689;9;249;3.500;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;33.370.115;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2018;71.136;380;6.837;13.998;29.120;9.335;510;0;60.179;194;683;1.136;1.181;369;40;0;3.603;104;551;1.406;2.261;356;0;0;4.678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2.634;22;0;0;0;0;2.676;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73.647.935;b3S;I;2;S5;9;CAMPO GRANDE;MS;03/2018;70.911;0;0;0;0;0;0;0;0;193;5.120;12.530;15.326;3.209;2.217;1;38.597;46;2.522;6.574;10.182;1.060;0;0;20.384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;5.355;6.026;382;13;0;0;11.931;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2.309.070;b3S;I;2;S5;9;JI-PARANA;RO;03/2018;70.674;6;106;221;177;7;0;0;517;1.568;20.375;23.127;4.976;475;0;0;50.521;14;636;1.430;1.732;230;0;0;4.042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.459;0;0;0;0;0;7.459;232;5.198;2.045;566;38;57;0;8.135;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4.694.278;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2018;70.343;31;1.715;7.111;16.432;10.237;6.827;0;42.354;589;1.524;6.228;8.015;5.562;4.622;0;26.540;13;89;206;371;104;0;0;782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;146;326;0;0;0;0;666;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VERDE PARÁ - SICREDI VERDE PARÁ;10.772.401;b3S;I;2;S4;9;PARAGOMINAS;PA;03/2018;69.831;2;53;146;241;29;0;0;471;610;2.289;7.569;5.126;1.361;0;0;16.956;16;202;526;698;54;0;0;1.496;0;0;0;0;0;0;0;0;683;2.247;535;0;0;0;0;3.465;633;931;14.166;2.909;273;0;0;18.910;2.970;4.622;9.797;8.384;2.575;143;42;28.533;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA.   SICOOB CREDIMONTE;41.707.258;b3S;I;2;S5;9;SANTO ANTONIO DO MONTE;MG;03/2018;68.413;0;93;238;519;173;0;0;1.023;1.003;5.022;9.698;10.427;3.972;560;0;30.682;23;847;2.137;2.797;123;0;0;5.927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;6.318;8.425;548;0;0;0;15.334;398;10.769;3.123;852;124;181;0;15.447;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TRES BARRAS DO PARANA - CRESOL TRES BARRAS DO PARANA;4.273.001;b3S;I;2;S5;9;TRES BARRAS DO PARANA;PR;03/2018;67.576;0;0;0;0;0;0;0;0;324;947;3.023;2.931;948;103;0;8.276;49;244;660;1.331;251;0;0;2.535;0;0;0;0;0;0;0;0;9;382;40;0;0;0;0;431;751;4.536;24.763;9.767;5.788;6.419;0;52.023;284;635;1.093;1.258;783;24;234;4.311;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81.367.880;b3S;I;2;S5;9;TURVO;SC;03/2018;67.378;0;15;42;91;34;0;0;183;212;2.729;4.600;6.083;1.502;128;0;15.254;22;360;911;1.409;234;0;0;2.936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;23.491;15.185;4.724;1.728;478;0;45.728;97;2.778;309;93;0;0;0;3.276;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DAS INSTITUIÇÕES JURÍDICAS DA UNIÃO EM MINAS GERAIS LTDA.   SICOOB COOPJUS;25.363.615;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2018;67.297;5;4.260;11.468;22.359;15.702;12.906;0;66.700;2;140;133;71;71;61;0;479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;100;12;0;0;0;0;118;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2.843.443;b3S;I;2;S4;9;JOINVILLE;SC;03/2018;66.957;30;1.115;3.088;5.357;1.886;1.134;0;12.610;274;3.384;7.413;7.763;1.098;66;0;19.998;54;1.687;4.429;6.758;1.043;0;0;13.971;0;0;0;0;0;0;0;0;561;8.146;2.562;1;0;0;0;11.269;0;285;223;132;0;0;0;640;1.128;5.234;814;909;347;19;18;8.469;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45.691.128;b3S;I;2;S5;9;SAO JOSE DOS CAMPOS;SP;03/2018;66.879;74;5.840;15.529;27.891;11.814;54;0;61.201;1.414;1.349;2.453;397;66;0;0;5.678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA;10.520.232;b3S;I;2;S5;9;JI-PARANA;RO;03/2018;66.566;0;0;0;0;0;0;0;0;371;872;2.397;2.748;1.000;8;0;7.396;56;340;969;1.955;571;1;0;3.893;0;0;0;0;0;0;0;0;42;511;94;0;0;0;0;648;219;2.807;8.970;13.043;11.815;11.964;0;48.818;204;1.102;1.195;1.830;1.244;0;236;5.811;0
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86.803.939;b3S;I;2;S5;9;NOVA IGUACU;RJ;03/2018;66.552;0;0;0;0;0;0;0;0;868;8.212;16.248;15.411;4.332;5.074;105;50.251;89;1.250;2.867;4.024;529;0;0;8.759;0;11;18;48;48;237;2;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;2.948;2.368;1.208;139;114;2;7.179;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49.654.502;b3S;I;2;S5;9;CATANDUVA;SP;03/2018;65.786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.490;4.034;27.315;10.431;0;238;0;44.508;800;2.276;3.842;1.835;0;12.524;0;21.277;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITAÚNA LTDA. - SICOOB CREDIUNA;64.237.530;b3S;I;2;S5;9;ITAUNA;MG;03/2018;65.694;1;48;105;170;27;0;0;350;541;9.699;10.352;9.117;203;0;0;29.913;24;288;647;432;11;0;0;1.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;216;11.446;10.183;2.205;150;0;24.205;1.683;5.690;1.721;725;4;0;0;9.823;0
COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. – SICOOB EXTREMO SUL;2.447.120;b3S;I;2;S5;9;TEIXEIRA DE FREITAS;BA;03/2018;65.585;25;699;1.886;3.657;1.027;325;0;7.619;1.539;8.503;20.492;3.346;522;25;0;34.427;139;922;2.319;2.520;334;1;0;6.234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;3.176;10.432;50;0;0;0;13.813;291;1.575;1.603;23;0;0;0;3.492;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CHOPINZINHO - CRESOL CHOPINZINHO;2.511.232;b3S;I;2;S5;9;CHOPINZINHO;PR;03/2018;65.525;0;0;0;0;0;0;0;0;309;676;1.356;2.507;752;84;0;5.684;24;201;484;958;284;5;0;1.955;0;0;0;0;0;0;0;0;9;411;32;0;0;0;0;452;613;4.087;21.758;9.817;7.487;11.098;0;54.859;71;273;733;833;446;1;218;2.575;0
COOPERATIVA DE ECON. E CRÉDITO MÚTUO DOS SERVID. MUN. DE SÃO PAULO, MAUÁ E RIBEIRÃO PIRES, SERV. PÚBLICOS, EMPRESÁRIOS E PROF. LIBERAIS DA REG. METROP. OESTE DA CAPITAL DE SP - SICOOB COOPERCREDI - SP;915.950;b3S;I;2;S5;9;SAO PAULO;SP;03/2018;64.711;557;4.785;11.426;23.930;14.670;2.539;0;57.907;329;714;1.637;1.741;48;0;0;4.469;11;74;182;369;65;0;0;702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;833;798;3;0;0;0;0;1.634;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO COTEGIPE - CRESOL VALE DO COTEGIPE;5.135.542;b3S;I;2;S5;9;SALTO DO LONTRA;PR;03/2018;64.706;0;0;0;0;0;0;0;0;782;868;1.923;2.376;576;5;0;6.530;57;383;1.009;1.680;258;0;0;3.387;0;0;0;0;0;0;0;0;7;442;35;0;0;0;0;485;695;4.828;18.600;8.866;7.158;10.172;0;50.318;349;349;756;1.412;839;0;281;3.987;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97.259.253;b3S;I;2;S5;9;PASSO FUNDO;RS;03/2018;64.660;4;10;37;29;0;0;0;80;13;2.013;5.442;10.566;5.157;3.068;0;26.260;13;492;1.244;1.823;395;1;0;3.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;4.286;7.548;13.900;6.051;2.443;0;34.351;0
COOPERATIVA DE CRÉDITO COOCRELIVRE;53.935.029;b3S;I;2;S4;9;ORLANDIA;SP;03/2018;64.551;0;31;85;58;1;0;0;174;889;4.581;5.626;4.541;1.691;6.912;0;24.240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;168;2.348;30.577;2.707;0;0;0;35.801;95;2.631;1.550;60;0;0;0;4.336;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - SICOOB UNIMAIS METROPOLITANA;259.231;b3S;I;2;S5;9;SANTOS;SP;03/2018;64.432;2;156;381;386;33;0;0;958;631;5.047;11.700;17.403;3.189;2.254;99;40.323;19;1.818;4.717;7.753;619;0;0;14.925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;352;6.927;427;195;157;169;0;8.226;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4.355.489;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2018;64.278;3;2.049;7.427;13.732;7.801;6.201;0;37.213;14;1.070;3.580;6.824;4.269;4.641;0;20.398;11;439;1.299;1.491;206;0;0;3.446;0;79;314;713;563;1.141;5;2.816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;243;145;0;0;0;0;405;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MONTE CARMELO E REGIÃO LTDA - SICOOB MONTECREDI;71.392.047;b3S;I;2;S5;9;MONTE CARMELO;MG;03/2018;63.994;1;17;47;60;0;0;0;125;61;683;4.081;4.980;8;0;0;9.812;1;119;324;476;70;0;0;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.767;37.233;6.470;630;0;0;50.101;38;2.691;203;34;0;0;0;2.967;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71.419.600;b3S;I;2;S5;9;FRUTAL;MG;03/2018;63.575;0;90;287;594;81;0;0;1.051;3.934;2.998;7.288;6.131;1.639;630;0;22.621;0;55;116;185;38;0;0;394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503;2.745;15.250;16.954;332;50;0;35.834;147;2.736;619;174;0;0;0;3.675;0
COOPERATIVA DE CRÉDITO DO DISTRITO FEDERAL E ENTORNO LTDA. - SICOOB;1.187.961;b3S;I;2;S5;9;BRASILIA;DF;03/2018;63.435;0;53;135;248;54;0;0;490;1.037;4.074;11.605;3.150;420;0;0;20.286;6;193;502;731;161;0;0;1.594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;6.919;29.319;1.822;539;22;0;38.676;210;834;1.345;0;0;0;0;2.389;0
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3.222.753;b3S;I;2;S5;9;ARIQUEMES;RO;03/2018;63.340;0;0;0;0;0;0;0;0;241;10.056;30.387;1.083;0;0;0;41.767;1;931;2.079;2.033;23;0;0;5.066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;9.757;5.083;1.584;0;0;0;16.507;0
COOPERATIVA DE CRÉDITO DO NORDESTE E CENTROS NORTE E SUL DA BAHIA LTDA. - SICOOB COOPERE;73.398.646;b3S;I;2;S5;9;VALENTE;BA;03/2018;63.310;820;3.682;9.448;22.334;4.359;1.036;0;41.677;551;1.621;3.168;4.385;236;83;0;10.043;65;264;530;732;85;0;0;1.676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;147;4.267;309;229;168;0;5.335;697;3.649;171;60;2;0;0;4.579;0
COOPERATIVA DE CRÉDITO NOSSA SENHORA DO DESTERRO - SICOOB CREDISC;3.419.786;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2018;62.819;49;2.959;6.389;15.995;14.898;17.053;0;57.342;47;426;1.027;1.396;466;148;13;3.522;7;146;396;673;65;0;0;1.288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;220;322;91;0;0;0;667;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPEMG;3.269.540;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2018;62.582;75;3.272;8.118;18.857;12.387;10.932;0;53.640;230;438;1.318;1.041;163;79;0;3.269;116;462;1.228;2.434;297;0;0;4.536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;166;528;54;35;0;0;1.137;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DAS ÁGUAS - CRESOL VALE DAS ÁGUAS;4.663.561;b3S;I;2;S5;9;VIRMOND;PR;03/2018;62.566;0;0;0;0;0;0;0;0;221;1.188;2.504;2.744;463;34;0;7.153;22;365;577;989;102;0;0;2.055;0;0;0;0;0;0;0;0;25;748;116;0;0;0;0;890;340;7.163;16.477;10.136;6.977;6.032;0;47.124;202;1.463;1.019;1.570;781;0;309;5.344;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66.398.496;b3S;I;2;S5;9;ARAXA;MG;03/2018;60.944;0;27;63;124;19;0;0;232;182;4.287;9.136;6.877;902;164;0;21.547;19;365;977;1.192;2;0;0;2.555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;4.178;20.197;5.608;0;0;0;30.075;245;2.287;2.886;933;19;0;163;6.534;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇAO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS - CRESOL VALE DAS ARAUCÁRIAS;2.483.330;b3S;I;2;S5;9;TURVO;PR;03/2018;60.884;0;0;0;0;0;0;0;0;690;800;1.889;2.185;605;128;0;6.296;25;213;528;978;190;0;0;1.934;0;0;0;0;0;0;0;0;52;616;100;0;0;0;0;768;815;5.468;13.251;9.922;7.115;4.575;0;41.145;543;1.285;2.098;2.851;2.112;1.392;459;10.740;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA TRIUNFO - CRESOL TRIUNFO;8.560.508;b3S;I;2;S5;9;SAO JOAO DO TRIUNFO;PR;03/2018;60.827;0;0;0;0;0;0;0;0;356;805;2.923;1.299;269;33;0;5.686;4;119;232;529;164;8;0;1.055;0;0;0;0;0;0;0;0;17;174;50;0;0;0;0;242;1.333;5.742;13.426;9.520;7.100;11.035;0;48.157;301;876;1.467;1.891;888;60;206;5.688;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58.290.800;b3S;I;2;S5;9;CRUZEIRO;SP;03/2018;60.401;8;5.302;13.213;27.240;8.623;49;0;54.435;112;2.527;506;771;127;19;0;4.064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;396;1.055;312;0;0;1.903;0
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4.622.657;b3S;I;2;S5;9;TENENTE PORTELA;RS;03/2018;60.280;0;33;95;259;21;0;0;408;18;941;832;1.655;638;376;0;4.460;20;283;653;1.126;267;1;0;2.350;0;0;0;0;0;0;0;0;11;265;35;0;0;0;0;311;96;9.131;11.607;6.310;3.310;463;0;30.917;609;3.593;7.286;6.353;1.942;1.522;529;21.834;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37.255.049;b3S;I;2;S5;9;GOIANIA;GO;03/2018;60.162;0;0;0;0;0;0;0;0;1.628;17.413;6.757;171;0;0;0;25.969;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;10.535;20.325;1.902;0;0;0;32.908;254;1.003;28;0;0;0;0;1.285;0
