Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Jurídica;Capital de Giro;;;;;;;;Investimento;;;;;;;;Capital de Giro Rotativo;;;;;;;;Operações com Recebíveis;;;;;;;;Comércio Exterior;;;;;;;;Outros Créditos;;;;;;;;Financiamento de Infraestrutura/Desenvolvimento/Projeto e Outros Créditos;;;;;;;;Rural e Agroindustrial;;;;;;;;Habitacional;;;;;;;;Total Exterior Pessoa Jurídica;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
BB;49.906;b1;C;1;;199;BRASILIA;DF;06/2015;390.069.877;1.353.184;13.229.259;24.137.039;28.248.959;13.334.914;3.028.740;120.429;83.452.523;52.352;1.335.907;3.771.535;12.789.812;15.051.059;19.142.487;5.034.483;57.177.634;226.828;3.072.288;823.810;3.803;0;0;7.282;4.134.011;597.160;8.932.434;1.819.730;191.605;248.548;609.274;226.471;12.625.222;150.583;6.187.988;10.317.466;188.539;17.695;997;0;16.863.268;688.946;3.734.704;8.549.940;11.578.184;12.828.522;9.103.240;90.727;46.574.263;549.258;7.564.376;18.241.548;25.069.947;11.939.766;17.542.620;8.723.897;89.631.413;99.046;3.788.379;6.926.636;2.051.838;1.201.055;2.117.656;15.849;16.200.458;5.132;171.134;1.286.530;3.360.546;517.047;25.870;0;5.366.259;58.044.825
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO PARQUE DAS ARAUCÁRIAS PR/SC - SICREDI PARQUE DAS ARAUCÁRIAS PR/SC;82.065.285;b3S;I;2;;9;MARIOPOLIS;PR;06/2015;76.428;234;5.061;11.671;10.191;489;3;0;27.649;88;792;2.090;2.830;276;5;0;6.081;460;7.308;13.463;6;0;0;0;21.237;66;11.327;1.275;0;0;0;0;12.668;0;0;0;0;0;0;0;0;472;1.501;1.530;2.173;429;156;160;6.421;0;0;0;0;0;0;0;0;0;470;1.903;0;0;0;0;2.373;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92.796.564;b3S;I;2;;9;PORTO ALEGRE;RS;06/2015;75.514;1.363;6.888;12.315;9.246;1.256;5;0;31.072;90;1.342;3.137;4.597;416;0;0;9.582;1.847;13.897;1.170;0;0;0;0;16.915;873;10.990;1.337;0;0;0;0;13.200;0;0;0;0;0;0;0;0;98;919;1.294;1.579;355;0;480;4.726;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA, AGROPECUARISTAS E EMPRESÁRIOS DA REGIÃO DE PIRACICABA;54.401.286;b3S;I;2;;9;PIRACICABA;SP;06/2015;74.881;126;4.234;34.146;13.459;309;0;0;52.274;3;296;807;1.350;98;0;0;2.555;0;2.298;3.508;0;0;0;0;5.805;36;7.366;129;0;0;0;0;7.530;0;0;0;0;0;0;0;0;42;392;2.321;64;0;119;0;2.938;0;0;0;0;0;0;0;0;0;1.551;1.238;884;104;0;0;3.777;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUL DO ESTADO DE SANTA CATARINA   SICREDI SUL SC;3.793.242;b3S;I;2;;9;CRICIUMA;SC;06/2015;73.472;354;3.926;8.843;8.585;128;0;0;21.836;28;1.474;3.660;3.534;175;0;0;8.872;764;5.377;4.182;0;0;0;0;10.323;471;19.389;2.025;0;0;0;0;21.885;0;0;0;0;0;0;0;0;288;1.650;2.060;2.992;704;1;203;7.898;0;0;0;0;0;0;0;0;0;2.659;0;0;0;0;0;2.659;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;71.297.899;b3S;I;2;;9;PATOS DE MINAS;MG;06/2015;72.055;356;4.760;8.251;13.829;4.464;30;0;31.690;119;1.375;2.930;2.154;0;0;0;6.579;0;4.965;5.159;5;0;0;0;10.128;549;22.373;354;0;0;0;0;23.277;0;0;0;0;0;0;0;0;146;86;0;0;0;0;0;232;1;34;57;56;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO DA PRODUÇÃO - SICREDI REGIÃO DA PRODUÇÃO;89.468.565;b3S;I;2;;9;SARANDI;RS;06/2015;71.293;825;5.326;11.272;12.190;650;0;0;30.263;57;445;1.168;1.690;370;0;0;3.729;542;7.337;7.389;0;0;0;0;15.268;1.098;9.059;1.383;0;0;0;0;11.541;0;0;0;0;0;0;0;0;130;1.565;3.451;3.869;741;0;151;9.909;1;30;83;100;0;0;0;214;0;136;0;233;0;0;0;369;0;0;0;0;0;0;0;0;0
BANCO WOORI BANK DO BRASIL S.A.;15.357.060;b1;I;3;;8;SAO PAULO;SP;06/2015;71.223;0;51;10.000;0;0;0;0;10.051;0;0;0;0;0;0;0;0;0;20.360;14.704;0;0;0;0;35.064;0;20.133;0;0;0;0;0;20.133;0;0;0;0;0;0;0;0;0;11;5.964;0;0;0;0;5.975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76.059.997;b3S;I;2;;9;TOLEDO;PR;06/2015;71.179;112;2.984;6.650;9.264;785;0;0;19.795;34;458;1.208;1.675;328;301;0;4.004;235;4.730;13.569;0;0;0;0;18.535;338;13.716;1.120;0;0;0;0;15.174;0;0;0;0;0;0;0;0;143;1.321;3.155;4.222;1.824;2.080;124;12.870;0;0;0;0;0;0;0;0;0;614;65;122;0;0;0;802;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO AGROEMPRESARIAL - SICREDI AGROEMPRESARIAL PR/SP;79.457.883;b3S;I;2;;9;MANDAGUARI;PR;06/2015;70.111;803;6.148;8.016;8.779;765;0;0;24.512;63;433;1.049;961;30;0;0;2.535;1.623;10.109;6.879;0;0;0;0;18.611;399;13.776;1.247;0;0;0;0;15.422;0;0;0;0;0;0;0;0;274;2.161;2.224;3.837;79;0;211;8.787;0;0;0;0;0;0;0;0;0;122;122;0;0;0;0;245;0;0;0;0;0;0;0;0;0
BANCO DO ESTADO DO PARÁ S.A.;4.913.711;b1;I;1;;8;BELEM;PA;06/2015;68.572;21.525;6.704;6.836;4.183;1.355;0;0;40.603;0;0;0;0;0;0;0;0;18.205;1.799;2.590;0;0;0;0;22.594;0;0;0;0;0;0;0;0;0;708;52;0;0;0;0;760;579;562;1.351;1.234;57;0;0;3.783;0;67;198;472;38;0;0;774;0;0;0;0;0;58;0;58;0;0;0;0;0;0;0;0;0
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM;3.183.937;n1;I;1;;30;MANAUS;AM;06/2015;68.239;0;0;0;0;0;0;0;0;83;1.349;3.022;950;0;0;0;5.405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;841;95;0;0;0;1.349;1.210;4.160;10.370;15.498;11.001;18.902;344;61.485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DA SAÚDE, DOS MEMBROS E SERV DO PODER JUD, DO MP E DE ÓRGÃOS JUR DA REG METROP DE NATAL - UNICRED NATAL;70.038.237;b3S;I;2;;9;NATAL;RN;06/2015;67.926;60;7.108;9.267;12.083;2.710;1.807;0;33.033;12;759;1.872;2.602;930;2.200;0;8.375;0;19.969;3.555;0;0;0;0;23.524;18;360;80;0;0;0;0;458;0;0;0;0;0;0;0;0;16;169;495;1.134;700;22;0;2.536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DAS MICRO-REGIÕES DE GOIÂNIA E ANÁPOLIS LTDA;2.935.307;b3S;I;2;;9;GOIANIA;GO;06/2015;67.572;341;9.042;11.870;14.354;5.129;731;0;41.467;39;977;4.700;2.932;603;28;0;9.279;0;7.187;1.279;0;0;0;0;8.467;147;6.595;643;0;0;0;0;7.386;0;0;0;0;0;0;0;0;250;580;32;111;0;0;0;974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2.282.709;b3S;I;2;;9;ANAPOLIS;GO;06/2015;67.107;368;2.323;6.174;9.798;2.519;1.837;0;23.019;262;859;2.113;3.689;1.162;432;0;8.516;442;7.983;15.149;488;0;0;0;24.062;1;5.761;893;0;0;0;0;6.656;0;0;0;0;0;0;0;0;1.107;850;1.242;1.054;311;266;0;4.830;0;0;0;25;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STARA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;17.359.351;n1;I;2;;14;NAO-ME-TOQUE;RS;06/2015;66.828;0;489;0;0;0;0;0;489;142;46.339;19.858;0;0;0;0;66.340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ARAGUAIA E XINGU - SICREDI ARAXINGU;33.021.064;b3S;I;2;;9;CANARANA;MT;06/2015;65.843;502;5.314;13.059;15.975;646;0;0;35.495;25;423;1.008;1.577;106;0;0;3.139;554;3.863;1.870;0;0;0;0;6.287;243;12.011;835;0;0;0;0;13.089;0;0;0;0;0;0;0;0;124;1.442;2.873;1.104;2;0;169;5.714;28;249;580;256;0;0;0;1.113;0;0;1.006;0;0;0;0;1.006;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5.772.229;b3S;I;2;;9;PARANAVAI;PR;06/2015;65.744;735;4.855;8.102;8.057;1.137;43;0;22.929;80;451;1.195;2.072;169;0;0;3.966;0;3.050;2.050;0;0;0;0;5.100;343;18.384;1.861;0;0;0;0;20.588;0;0;0;0;0;0;0;0;436;1.224;3.935;5;0;0;0;5.600;0;0;0;0;0;0;0;0;0;5.221;126;2.214;0;0;0;7.562;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO DOS TRANSPORTADORES RODOVIÁRIOS DE VEÍCULOS DO ABCD, MAUÁ, RIBEIRÃO PIRES E VALE DO PARAÍBA - CREDCEG;7.789.195;b3S;I;2;;9;SAO BERNARDO DO CAMPO;SP;06/2015;65.667;331;6.253;6.083;6.828;724;316;0;20.535;207;4.211;13.152;19.753;1.728;0;0;39.051;0;2.195;1.486;0;0;0;0;3.681;51;843;632;49;0;0;0;1.575;0;0;0;0;0;0;0;0;86;122;617;0;0;0;0;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE - SICOOB CREDIVALE/SC;86.829.827;b3S;I;2;;9;BRACO DO NORTE;SC;06/2015;64.242;240;4.953;9.698;11.535;768;0;0;27.194;12;364;1.211;2.863;1.018;0;0;5.468;0;632;1.509;53;0;0;0;2.194;478;24.942;1.556;0;0;0;0;26.976;0;0;0;0;0;0;0;0;106;273;1.153;658;8;211;0;2.410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO RURAL E DOS EMPRESÁRIOS DO CENTRO DO ESTADO DE RONDÔNIA - SICOOB CENTRO;8.044.854;b3S;I;2;;9;JI-PARANA;RO;06/2015;64.237;589;8.289;13.384;7.268;661;0;0;30.191;0;215;542;670;22;0;0;1.450;0;3.186;82;3;0;0;0;3.271;440;21.188;1.575;1;0;0;0;23.204;0;0;0;0;0;0;0;0;860;434;4.803;24;0;0;0;6.121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CERRADO - SICREDI VALE DO CERRADO;32.983.165;b3S;I;2;;9;CAMPO VERDE;MT;06/2015;63.161;382;1.836;6.047;3.636;449;0;0;12.349;49;323;782;1.197;163;0;0;2.515;3.084;5.927;10.392;526;0;0;0;19.929;533;12.544;4.242;0;0;0;0;17.319;0;0;0;0;0;0;0;0;832;1.205;2.157;4.396;1.815;133;194;10.732;0;0;0;0;0;0;0;0;0;316;0;0;0;0;0;316;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DO SECOVI-GO E DOS SERVIDORES PÚBLICOS DO ESTADO DE GOIÁS LTDA;7.599.206;b3S;I;2;;9;GOIANIA;GO;06/2015;62.501;644;5.649;13.968;24.923;12.931;209;0;58.323;0;25;8;0;0;0;0;33;0;2.507;0;0;0;0;0;2.507;31;659;49;0;0;0;0;739;0;0;0;0;0;0;0;0;266;395;181;56;0;0;0;898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DO CREA DOS ESTADOS DE SANTA CATARINA E PARANÁ - CREDCREA;5.979.692;b3S;I;2;;9;FLORIANOPOLIS;SC;06/2015;61.743;328;5.156;12.411;12.540;207;0;0;30.643;73;1.619;4.496;9.348;1.733;0;0;17.269;0;540;4.094;0;0;0;0;4.633;0;5.195;1.895;0;0;0;0;7.090;0;0;0;0;0;0;0;0;305;630;368;561;123;74;0;2.061;0;7;19;21;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS REGIÃO DAS CULTURAS - SICREDI DAS CULTURAS RS;90.729.369;b3S;I;2;;9;IJUI;RS;06/2015;61.617;509;5.552;9.429;9.380;433;3;0;25.307;51;738;1.796;2.463;408;0;0;5.456;474;6.995;6.492;0;0;0;0;13.961;724;9.327;1.364;0;0;0;0;11.415;0;0;0;0;0;0;0;0;330;1.148;1.170;573;128;0;108;3.456;0;0;0;0;0;0;0;0;0;1.355;611;57;0;0;0;2.023;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE ARACAJU LTDA - UNICRED ARACAJU;2.923.389;b3S;I;2;;9;ARACAJU;SE;06/2015;60.136;387;4.642;11.159;16.374;5.211;4.694;0;42.466;0;1.269;2.687;2.490;770;959;0;8.175;0;6.524;2.535;0;0;0;0;9.059;0;180;3;0;0;0;0;184;0;0;0;0;0;0;0;0;72;180;0;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO   SICREDI PLANALTO RS/SC;88.038.260;b3S;I;2;;9;CRUZ ALTA;RS;06/2015;58.789;2.866;9.884;10.379;6.898;1.217;43;0;31.287;121;297;769;1.160;155;0;0;2.503;1.844;4.381;4.288;450;0;0;0;10.963;133;6.856;3.074;0;0;0;0;10.062;0;0;0;0;0;0;0;0;83;423;560;621;101;0;93;1.881;11;109;244;103;0;0;0;467;0;0;1.330;296;0;0;0;1.626;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42.873.828;b3S;I;2;;9;GUAXUPE;MG;06/2015;58.494;66;2.939;5.605;4.690;98;0;0;13.398;14;512;1.299;1.854;18;0;0;3.697;0;11.338;3.421;0;0;0;0;14.759;193;9.132;319;0;0;0;0;9.644;0;0;0;0;0;0;0;0;732;2.317;7.960;897;1;287;0;12.195;0;0;0;0;0;0;0;0;0;16;4.727;29;29;0;0;4.801;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÍ-PARANAPANEMA-AVARÉ;966.246;b3S;I;2;;9;ITAI;SP;06/2015;58.369;614;7.127;6.768;5.410;354;0;0;20.273;51;399;992;1.129;52;0;0;2.624;121;6.807;1.862;14;0;0;0;8.805;466;15.153;535;0;0;0;0;16.154;0;0;0;0;0;0;0;0;88;263;2.976;102;1;0;0;3.430;0;0;0;0;0;0;0;0;0;1.691;4.664;587;142;0;0;7.084;0;0;0;0;0;0;0;0;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80.160.260;b3C;I;2;;9;FLORIANOPOLIS;SC;06/2015;57.748;0;5.297;42.742;680;397;106;0;49.222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;1.487;1.770;0;3.289;0;1.115;347;2.508;1.266;0;0;5.237;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SETE LAGOAS LTDA - SICOOB CREDISETE;22.753.982;b3S;I;2;;9;SETE LAGOAS;MG;06/2015;57.228;1.470;7.960;11.531;13.593;1.998;85;0;36.637;40;805;2.226;2.766;43;0;0;5.881;0;5.969;0;0;0;0;0;5.969;183;5.752;474;0;0;0;0;6.409;0;0;0;0;0;0;0;0;259;359;953;366;0;0;0;1.937;0;0;0;0;0;0;0;0;0;105;290;0;0;0;0;395;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1.604.998;b3S;I;2;;9;SAO GONCALO DO SAPUCAI;MG;06/2015;57.193;188;2.458;4.792;8.495;2.276;21;0;18.230;28;455;1.162;2.247;344;0;0;4.236;0;6.530;2.456;0;0;0;0;8.986;241;13.433;1.043;0;0;0;0;14.718;0;0;0;0;0;0;0;0;91;1.330;1.151;0;0;0;0;2.571;0;0;0;0;0;0;0;0;0;6;7.690;392;365;0;0;8.452;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78.858.107;b3S;I;2;;9;CUNHA PORA;SC;06/2015;57.164;202;4.201;10.001;7.902;2.614;1.865;0;26.785;38;1.140;2.862;6.019;2.135;953;0;13.147;0;849;47;248;0;0;0;1.143;88;10.522;2.386;64;2;0;0;13.062;0;0;0;0;0;0;0;0;28;79;510;160;0;0;0;777;0;0;0;0;0;0;0;0;0;0;2.250;0;0;0;0;2.250;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA;2.335.109;b3S;I;2;;9;CATAGUASES;MG;06/2015;56.733;757;6.783;12.310;17.916;2.691;0;0;40.457;35;303;804;1.626;40;0;0;2.808;0;2.558;0;0;0;0;0;2.558;81;9.954;753;0;0;0;0;10.787;0;0;0;0;0;0;0;0;64;59;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO MÚTUO REGIONAL SUL FLUMINENSE LTDA.   UNICRED REGIONAL SUL FLUMINENSE;86.803.939;b3S;I;2;;9;NOVA IGUACU;RJ;06/2015;55.923;1.123;6.109;11.991;15.437;3.559;1.152;0;39.371;96;1.258;2.513;3.135;885;1.650;0;9.536;0;2.161;3.457;0;0;0;0;5.618;0;270;43;0;0;0;0;313;0;0;0;0;0;0;0;0;78;250;138;365;254;0;0;1.084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CENTRO LESTE - SICREDI CENTRO LESTE RS;88.471.024;b3S;I;2;;9;CACHOEIRA DO SUL;RS;06/2015;55.872;364;3.850;7.010;6.463;898;632;0;19.217;143;578;1.438;1.870;262;0;0;4.290;431;6.992;4.418;20;0;0;0;11.861;293;9.720;2.012;3;0;0;0;12.028;0;0;0;0;0;0;0;0;84;1.551;2.605;2.594;608;116;68;7.626;24;190;453;183;0;0;0;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA - UNICRED VALE DO PARAÍBA;2.197.569;b3S;I;2;;9;LORENA;SP;06/2015;55.226;65;2.481;6.579;12.431;5.634;3.072;0;30.262;0;470;1.299;1.419;617;414;0;4.220;0;4.663;7.483;123;0;0;0;12.269;2;600;53;0;0;0;0;656;0;0;0;0;0;0;0;0;18;434;200;983;523;5.662;0;7.820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LECCA;51.523;n1;C;2;;197;RIO DE JANEIRO;RJ;06/2015;54.780;1.396;21.860;22.598;8.760;133;34;0;54.780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79.063.574;b3S;I;2;;9;SANTO ANTONIO DA PLATINA;PR;06/2015;54.723;996;3.657;5.960;4.454;539;5;0;15.611;41;277;703;990;128;0;0;2.139;831;9.726;7.595;76;0;0;0;18.228;95;12.114;1.664;0;0;0;0;13.873;0;0;0;0;0;0;0;0;109;995;1.326;1.394;631;264;155;4.873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MOGI GUAÇU E SUDOESTE PAULISTA - SICOOB CREDIGUAÇU;67.960.229;b3S;I;2;;9;DESCALVADO;SP;06/2015;54.422;239;7.956;6.459;2.547;184;6;0;17.391;20;318;823;1.032;1;0;0;2.193;0;5.751;1.838;0;0;0;0;7.588;150;8.820;495;0;0;0;0;9.465;0;0;0;0;0;0;0;0;3.431;2.229;8.890;1.269;1.592;0;0;17.411;0;0;0;0;0;0;0;0;0;0;319;55;0;0;0;374;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO - SICREDI NOROESTE MT;33.022.690;b3S;I;2;;9;ARAPUTANGA;MT;06/2015;54.411;103;3.193;5.304;4.355;14;0;0;12.969;6;220;572;816;33;0;0;1.647;512;4.664;12.590;162;0;0;0;17.928;185;13.812;1.243;0;0;0;0;15.240;0;0;0;0;0;0;0;0;470;783;4.093;907;188;0;186;6.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BANCO YAMAHA MOTOR DO BRASIL S.A.;10.371.492;b2;I;3;;8;GUARULHOS;SP;06/2015;54.402;0;0;0;0;0;0;0;0;2.978;45.048;4.506;1.758;112;0;0;54.402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309.024;b3C;I;2;;9;BELO HORIZONTE;MG;06/2015;54.324;0;15.734;19.631;16.233;2.562;0;0;54.160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE - SICOOB CREDIPLANALTO SC;1.389.651;b3S;I;2;;9;PAPANDUVA;SC;06/2015;53.872;781;9.130;12.729;13.198;2.439;671;0;38.948;0;210;576;754;72;0;0;1.613;0;160;240;0;0;0;0;400;162;7.219;608;2;0;0;0;7.991;0;0;0;0;0;0;0;0;9;63;2.671;0;0;0;0;2.743;0;0;0;0;0;0;0;0;0;13;2.067;69;28;0;0;2.178;0;0;0;0;0;0;0;0;0
