Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;S1;6;BRASILIA;DF;03/2019;526.148.152;2.861.179;5.301.108;13.518.508;22.799.960;10.278.034;4.813.537;7.849;59.580.175;615.905;939.804;1.532.163;1.121.934;98.414;340;9.526;4.318.086;132.257;468.604;859.785;457.443;19.188;67;731;1.938.075;1.360.519;12.952.795;34.632.939;79.501.373;64.055.904;175.174.967;67.454.857;435.133.355;1.473.819;5.979.192;1.926.794;129.226;16.115;15.320;0;9.540.465;156.965;1.339.518;953.038;644.105;197.522;72.950;0;3.364.098;1.574.479;3.539.932;2.797.727;2.279.311;1.090.418;943.123;48.909;12.273.899;0
COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES PODER JUDICIÁRIO, TRIBUNAL CONTAS ESTADUAL E SERVIDORES ÓRGÃOS ENTIDADES ÁREA CIÊNCIA TECNOLOGIA NO ESTADO DO RIO DE JANEIRO LTDA.;2.000.895;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2019;108.890;68;6.309;15.361;35.506;26.769;23.961;0;107.973;9;122;190;61;1;0;0;384;4;16;46;52;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;217;118;16;0;0;0;415;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2.448.310;b3S;I;2;S5;9;CASCAVEL;PR;03/2019;108.307;0;0;0;0;0;0;0;0;379;1.786;3.902;4.195;963;350;5;11.579;42;192;455;877;299;2;0;1.868;0;0;0;0;0;0;0;0;6;536;81;0;0;0;0;622;590;8.500;30.872;17.021;12.229;15.115;0;84.327;469;760;1.912;3.991;1.839;507;434;9.912;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE PAULISTA;4.463.602;b3S;I;2;S5;9;MARILIA;SP;03/2019;107.828;68;977;2.666;4.445;1.239;733;0;10.127;181;6.472;13.082;14.632;1.463;50;0;35.880;22;1.204;3.296;5.280;808;3;0;10.614;0;0;0;0;0;0;0;0;1.197;11.451;3.451;50;1;0;0;16.149;0;1.214;2.937;1.577;455;0;0;6.183;871;8.864;7.896;6.791;2.673;1.718;62;28.875;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1.635.462;b3S;I;3;S5;9;LAJEADO;RS;03/2019;106.791;0;0;0;0;0;0;0;0;283;6.139;14.677;24.755;10.933;6.202;0;62.989;36;1.959;5.036;8.684;2.576;11;0;18.302;0;279;856;1.846;1.388;1.945;0;6.315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;3.167;3.474;5.776;3.696;2.977;0;19.184;0
COOPERATIVA DE CRÉDITO LITORÂNEA;85.291.086;b3S;I;2;S5;9;JACINTO MACHADO;SC;03/2019;106.452;13;350;867;1.595;511;8;0;3.344;355;5.994;13.025;19.397;5.707;995;0;45.472;46;3.088;7.818;12.613;2.050;1;0;25.615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7.124;14.637;2.697;1.374;1.120;0;26.955;211;2.455;1.261;782;280;78;1;5.066;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA   SICOOB COOPSEF;16.721.078;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2019;104.647;132;5.841;15.433;29.476;18.344;10.030;0;79.255;598;4.495;6.553;6.514;3.192;986;0;22.337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2.992;11;34;0;0;0;3.055;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED;2.309.070;b3S;I;2;S5;9;JI-PARANA;RO;03/2019;104.630;2;148;255;239;33;0;0;678;2.253;30.624;35.611;6.587;400;0;0;75.475;17;941;2.348;3.366;487;2;0;7.160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.944;0;0;0;0;8.944;244;9.024;2.881;128;41;54;0;12.372;0
COOPERATIVA DE CREDITO CECRES - SICOOB CECRES;54.603.022;b3S;I;2;S5;9;SAO PAULO;SP;03/2019;104.265;732;5.737;20.096;42.623;20.069;6.017;0;95.273;236;603;2.392;2.584;1.474;915;0;8.205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;472;48;0;0;0;0;787;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES MILITARES, POLÍCIA CIVIL E DA SECRETARIA DE EDUCAÇÃO DO ESTADO DE MINAS GERAIS LTDA – SICOOB COOPEMG;3.269.540;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2019;104.160;147;5.747;14.008;32.276;21.436;20.956;0;94.571;165;605;2.008;1.365;258;70;0;4.473;48;369;1.032;1.617;223;0;0;3.289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;604;696;160;8;0;0;1.827;0
C H B - COMPANHIA HIPOTECARIA BRASILEIRA;10.694.628;n1;I;2;S4;29;NATAL;RN;03/2019;103.632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;993;14.911;9.718;13.172;12.605;36.021;1.794;89.214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;389;776;2.182;2.370;8.170;344;14.418;0
COOPERATIVA DE CRÉDITO DO NORTE DE RONDÔNIA LTDA. – CREDISIS CREDIARI;3.222.753;b3S;I;2;S5;9;ARIQUEMES;RO;03/2019;103.347;0;0;0;0;0;0;0;0;590;18.574;37.230;18.583;180;0;0;75.157;33;1.663;3.471;4.507;401;0;0;10.075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;9.870;7.650;252;0;0;0;18.114;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21.670.187;b3S;I;2;S5;9;BOM DESPACHO;MG;03/2019;99.567;0;0;0;0;0;0;0;0;1.059;7.942;18.001;25.417;4.751;74;0;57.244;30;573;1.474;1.907;227;0;0;4.210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;2.469;13.256;7.265;1.054;500;0;24.605;1.556;8.882;1.997;653;207;211;0;13.507;0
COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;67.960.229;b3S;I;2;S4;9;DESCALVADO;SP;03/2019;99.320;0;0;0;0;0;0;0;0;538;7.734;12.857;9.352;1.299;13;0;31.793;42;327;785;930;53;0;0;2.137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;5.621;26.668;19.550;0;0;0;51.869;2.364;7.830;3.164;162;0;0;0;13.521;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO LESTE DE MATO GROSSO - SICOOB PRIMAVERA MT;5.241.619;b3S;I;2;S5;9;PRIMAVERA DO LESTE;MT;03/2019;98.854;1;93;267;430;112;0;0;903;64;4.452;12.084;8.704;2.537;713;0;28.553;13;144;379;900;183;44;0;1.662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.203;17.008;13.519;1.840;0;0;60.570;592;2.699;438;1.124;713;1.600;0;7.166;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64.293.582;b3S;I;2;S5;9;BELO HORIZONTE;MG;03/2019;98.015;29;7.535;18.980;45.894;24.931;69;0;97.439;48;77;166;230;56;0;0;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO BRF - CREDIBRF;82.096.447;b3S;I;2;S5;9;CURITIBA;PR;03/2019;97.614;1.041;20.267;38.398;29.795;4.847;2.449;319;97.117;7;11;30;29;5;0;0;82;5;43;108;193;66;0;0;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;11.970.623;n1;I;2;S5;14;CURITIBA;PR;03/2019;97.475;59;644;1.522;1.365;397;2;0;3.988;7.257;27.172;30.787;6.340;19;0;0;71.575;0;6;21;20;0;0;0;47;0;0;0;0;0;0;0;0;1.318;2.936;998;1;0;0;0;5.252;0;0;0;0;0;0;0;0;3.935;4.661;5.796;2.220;0;0;0;16.613;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RONDÔNIA - CRESOL RONDÔNIA;10.520.232;b3S;I;2;S5;9;JI-PARANA;RO;03/2019;94.470;0;0;0;0;0;0;0;0;291;1.153;4.295;4.775;1.447;3;0;11.964;33;375;1.062;2.037;850;5;0;4.361;0;0;0;0;0;0;0;0;13;812;183;0;0;0;0;1.007;124;4.087;14.605;25.225;13.967;10.946;0;68.953;250;1.702;1.536;2.709;1.379;105;504;8.184;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78.483.310;b3S;I;2;S5;9;ITAPIRANGA;SC;03/2019;93.810;0;0;0;0;0;0;0;0;474;4.532;9.263;12.647;4.967;3.375;7;35.265;10;848;2.302;4.302;1.101;2;0;8.564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;721;7.900;30.389;6.873;2.295;697;0;48.876;98;592;258;120;38;0;0;1.105;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26.960.328;b3S;I;2;S5;9;PARAISO DO NORTE DO TOCANTINS;TO;03/2019;91.967;67;292;741;1.936;2.109;1.018;0;6.162;5.706;12.631;12.977;6.781;1.461;853;0;40.409;123;476;1.254;1.969;337;0;0;4.160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;8.594;12.161;13.527;402;0;0;35.151;1.502;3.971;563;49;0;0;0;6.085;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1.637.949;b3S;I;2;S5;9;PRESIDENTE PRUDENTE;SP;03/2019;91.716;0;0;0;0;0;0;0;0;692;25.821;24.019;6.210;1.294;17;0;58.052;59;812;2.028;2.985;266;0;0;6.151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;6.321;10.205;0;0;0;0;16.569;363;9.638;943;0;0;0;0;10.945;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.;2.338.666;b3S;I;2;S5;9;BRASILIA;DF;03/2019;90.753;162;3.145;7.180;17.701;16.681;20.904;0;65.773;487;3.084;6.948;6.899;3.168;244;0;20.830;39;191;501;886;165;1;0;1.784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;1.676;27;25;12;1;0;2.367;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21.866.694;b3S;I;2;S5;9;MONTES CLAROS;MG;03/2019;89.972;0;58;177;419;165;4;0;823;597;5.243;11.451;11.567;623;2;0;29.483;12;292;710;1.234;86;0;0;2.334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285;1.279;6.909;17.944;12.450;5.795;0;44.663;638;9.965;1.518;521;26;0;0;12.668;0
COOPERATIVA DE CRÉDITO COOCRELIVRE;53.935.029;b3S;I;2;S4;9;ORLANDIA;SP;03/2019;89.753;2;29;66;103;1;0;0;201;422;11.469;8.001;4.764;10.667;932;0;36.256;0;20;61;88;25;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;7.545;37.746;4.442;179;0;0;49.932;537;1.365;1.267;0;0;0;0;3.169;0
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2.843.443;b3S;I;2;S4;9;JOINVILLE;SC;03/2019;89.085;51;1.432;3.996;6.400;2.332;1.681;0;15.892;328;4.747;9.961;10.390;1.389;160;0;26.974;26;1.850;5.011;7.686;1.029;7;0;15.609;0;0;0;0;0;0;0;0;978;12.404;4.185;2;0;0;0;17.569;0;185;312;244;345;0;0;1.087;997;5.870;1.840;2.139;712;373;22;11.954;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DO VALE DAS ARAUCÁRIAS- CRESOL VALE DAS ARAUCÁRIAS;6.126.780;b3S;I;2;S5;9;PRUDENTOPOLIS;PR;03/2019;88.731;0;0;0;0;0;0;0;0;705;1.699;3.778;4.109;1.273;119;0;11.685;24;336;593;1.186;133;0;0;2.272;0;0;0;0;0;0;0;0;14;857;135;0;0;0;0;1.006;1.031;9.742;23.203;13.800;8.735;4.888;0;61.399;1.355;1.253;2.420;3.623;1.889;1.255;574;12.370;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;70.937.271;b3S;I;2;S5;9;UBERLANDIA;MG;03/2019;88.553;0;16;27;12;0;0;0;55;386;10.431;22.537;26.614;8.488;3.915;0;72.371;19;1.478;3.479;4.277;626;24;0;9.901;0;69;192;405;239;347;0;1.252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;3.093;1.672;30;31;65;0;4.974;0
COOPERATIVA DE CRÉDITO DO NORTE E NOROESTE DE MINAS GERAIS LTDA. - SICOOB CREDIGERAIS;698.609;b3S;I;2;S5;9;PARACATU;MG;03/2019;88.325;0;0;0;0;0;0;0;0;394;3.124;5.131;14.005;963;0;0;23.617;20;155;381;502;19;0;0;1.076;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;8;652;22.988;24.322;5.405;2.278;0;0;55.645;660;6.857;356;82;24;0;0;7.978;0
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;18.810.553;n1;I;3;S5;10;RECIFE;PE;03/2019;88.293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.212;43.672;36.176;233;0;0;0;88.293;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1.389.651;b3S;I;2;S5;9;PAPANDUVA;SC;03/2019;88.191;1;88;216;172;3;0;0;480;159;15.622;12.171;16.282;4.744;0;0;48.978;0;336;912;1.499;190;0;0;2.936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;18.028;7.147;5.246;2.671;0;0;33.120;84;2.124;469;0;0;0;0;2.677;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS;1.739.375;b3S;I;2;S5;9;LAGOA DA PRATA;MG;03/2019;86.542;0;0;0;0;0;0;0;0;576;6.424;15.912;24.349;3.605;183;0;51.049;7;226;626;977;155;0;0;1.991;0;0;0;0;0;0;0;0;1.079;10.654;2.448;1;0;0;0;14.182;0;0;0;300;0;0;0;300;480;16.479;1.969;77;15;0;0;19.019;0
UNIPRIME PIONEIRA DO PARANÁ COOPERATIVA DE CRÉDITO LTDA;1.286.361;b3S;I;2;S5;9;TOLEDO;PR;03/2019;86.100;0;0;0;0;0;0;0;0;192;5.129;13.048;20.286;9.699;8.900;0;57.255;33;1.400;3.624;4.998;711;0;0;10.766;0;0;0;0;0;0;0;0;90;22;0;0;0;0;0;111;0;0;0;0;0;0;0;0;232;3.545;5.623;5.009;1.996;1.562;0;17.967;0
CITIBANK;30.403;b1;C;3;S2;199;SAO PAULO;SP;03/2019;85.827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50.083;0;0;0;0;50.083;0;17.873;15.484;2.209;177;0;0;35.744;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968.602;b3S;I;2;S5;9;GOIANESIA;GO;03/2019;84.735;0;0;0;0;0;0;0;0;412;3.811;13.107;3.076;252;0;0;20.658;0;93;263;218;0;0;0;574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732;9.562;38.889;4.427;0;0;0;53.610;280;3.321;1.592;4.700;0;0;0;9.893;0
CECMF USINA DA BARRA ACUCAR E ALCOOL LTDA - BARRACRED;1.439.107;b3S;I;2;S5;9;BARRA BONITA;SP;03/2019;83.511;1.189;9.465;20.461;10.182;1;0;0;41.298;176;4.367;9.791;9.355;229;36;0;23.953;37;1.439;4.502;9.951;2.210;1;0;18.140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;69;49;0;0;0;0;119;0
COOPERATIVA DE CRÉDITO DO IGUAÇU INTEGRADO - SICOOB INTEGRADO;7.122.321;b3S;I;2;S5;9;PATO BRANCO;PR;03/2019;83.239;6;308;842;1.649;568;7;0;3.380;1.515;5.462;10.373;10.845;1.592;398;0;30.186;20;88;239;442;102;0;0;891;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;21.245;14.616;5.357;912;30;0;42.306;851;4.476;1.124;24;0;0;0;6.476;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78.862.083;b3S;I;2;S5;9;CAMPOS NOVOS;SC;03/2019;82.938;13;801;1.889;2.551;932;108;0;6.293;2.108;7.966;11.599;8.599;3.969;391;0;34.633;7;384;871;1.337;133;0;0;2.732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;17.934;5.346;6.559;3.586;108;0;33.753;1.151;3.377;568;206;171;54;0;5.527;0
COOPERATIVA DE CRÉDITO UNICRED COOMARCA LTDA. - COOMARCA;4.355.489;b3S;I;2;S5;9;FLORIANOPOLIS;SC;03/2019;82.425;29;2.424;9.058;17.774;10.985;9.393;2;49.664;2;988;3.352;5.992;3.369;3.299;0;17.002;2;462;1.386;1.731;336;0;0;3.918;0;286;1.120;2.573;2.057;4.903;0;10.938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;273;191;103;82;227;1;903;0
UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;73.647.935;b3S;I;2;S5;9;CAMPO GRANDE;MS;03/2019;82.397;0;0;0;0;0;0;0;0;139;6.100;13.693;15.300;4.064;3.550;9;42.855;54;2.417;6.399;9.166;933;0;0;18.969;0;0;0;0;0;0;0;0;102;11;0;0;0;0;0;113;0;0;0;0;0;0;0;0;132;5.976;8.006;3.848;1.713;785;0;20.461;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO;4.321.309;b3S;I;2;S5;9;SALVADOR;BA;03/2019;81.354;55;3.154;7.964;20.094;19.508;27.520;0;78.295;14;308;1.053;422;5;10;0;1.813;2;107;307;519;53;0;0;988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;187;27;0;0;0;0;258;0
COOPERATIVA DE CRÉDITO ALTO VALE DO ITAJAÍ - SICOOB ALTO VALE;80.959.612;b3S;I;2;S5;9;RIO DO SUL;SC;03/2019;80.978;0;0;0;0;0;0;0;0;316;7.980;9.664;15.666;4.533;611;0;38.770;51;1.674;3.998;8.306;2.143;19;0;16.191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.878;935;2.701;2.209;396;0;23.119;243;1.314;595;334;215;198;0;2.898;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41.753.500;b3S;I;2;S5;9;CARLOS CHAGAS;MG;03/2019;80.657;0;0;0;0;0;0;0;0;1.054;9.181;15.979;10.458;1.467;1;0;38.141;7;282;720;942;182;0;0;2.132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;4.394;12.217;17.003;2.497;0;0;36.216;314;2.640;1.149;66;0;0;0;4.168;0
COOPERATIVA DE CREDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE TENENTE PORTELA - CRESOL TENENTE PORTELA;4.622.657;b3S;I;2;S5;9;TENENTE PORTELA;RS;03/2019;80.263;0;56;144;193;16;0;0;409;34;570;1.105;2.883;1.442;661;0;6.695;18;262;712;1.511;379;4;0;2.886;0;0;0;0;0;0;0;0;3;388;50;0;0;0;0;441;102;10.333;21.930;6.977;3.225;3.264;0;45.831;586;4.007;7.712;7.747;2.151;1.191;607;24.001;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO COTEGIPE - CRESOL VALE DO COTEGIPE;5.135.542;b3S;I;2;S5;9;SALTO DO LONTRA;PR;03/2019;80.229;0;0;0;0;0;0;0;0;767;1.406;3.039;3.870;818;8;0;9.907;49;400;880;1.431;439;0;0;3.200;0;0;0;0;0;0;0;0;1;516;53;0;0;0;0;570;456;9.074;19.866;11.161;8.739;11.914;0;61.210;164;725;1.023;2.066;746;362;257;5.342;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71.419.600;b3S;I;2;S5;9;FRUTAL;MG;03/2019;79.979;0;143;431;666;217;52;0;1.508;598;3.260;13.455;10.607;1.443;438;0;29.801;2;184;577;1.152;143;0;0;2.059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;5.582;18.974;15.744;2.380;0;0;42.839;196;3.083;396;80;16;0;0;3.772;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA SUL PARANAENSE - CRESOL SUL PARANAENSE;5.277.312;b3S;I;2;S5;9;CRUZ MACHADO;PR;03/2019;78.961;0;0;0;0;0;0;0;0;594;1.758;3.340;4.550;2.257;36;0;12.536;34;220;667;1.004;318;0;0;2.243;0;0;0;0;0;0;0;0;7;317;66;0;0;0;0;390;1.120;6.157;19.798;13.547;8.490;8.830;0;57.942;282;792;1.374;2.126;831;54;392;5.850;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO E DA DEFENSORIA PÚBLICA NO ESTADO DO RIO DE JANEIRO LIMITADA. - SICOOB COMPERJ;4.694.278;b3S;I;2;S5;9;RIO DE JANEIRO;RJ;03/2019;78.755;39;2.394;9.624;20.827;13.965;7.003;0;53.853;557;1.195;5.226;6.418;4.739;5.777;0;23.912;0;50;150;300;52;0;0;552;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;164;159;0;0;0;0;438;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO;6.031.727;b3S;I;2;S5;9;SANTO CRISTO;RS;03/2019;78.505;0;0;0;0;0;0;0;0;61;483;1.267;2.403;1.419;752;4;6.390;61;472;1.288;2.455;347;24;0;4.647;0;0;0;0;0;0;0;0;2;297;38;0;0;0;0;336;133;9.856;9.618;6.268;3.913;6.328;0;36.117;667;4.742;10.743;10.728;2.529;1.294;312;31.015;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66.398.496;b3S;I;2;S5;9;ARAXA;MG;03/2019;78.404;0;36;90;145;15;0;0;286;571;5.921;9.231;5.959;392;0;0;22.073;3;347;854;995;2;0;0;2.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;4.672;18.917;15.329;0;0;0;38.944;279;2.678;5.997;4.779;1.100;0;69;14.901;0
COOPERATIVA DE POUPANÇA E CRÉDITO DO VALE DO RIO DOCE LTDA – SICOOB CREDIRIODOCE;25.606.237;b3S;I;2;S5;9;GOVERNADOR VALADARES;MG;03/2019;78.327;5;329;804;933;71;0;0;2.142;146;3.521;7.369;10.739;4.667;1.463;41;27.946;2;245;569;899;153;0;0;1.868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;479;5.198;17.210;14.341;3;0;0;37.231;675;4.290;2.484;885;535;271;0;9.139;0
