Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;12/2016;502.271.739;1.826.243;5.845.927;14.907.972;24.512.654;11.377.776;5.437.883;368;63.908.824;1.163.968;1.216.975;2.153.549;1.569.114;14.150;0;6.155;6.123.912;444.035;1.558.766;3.628.731;4.548.446;426.320;365;1.001;10.607.666;1.584.562;12.140.230;32.346.079;73.821.730;58.529.215;155.069.007;57.649.207;391.140.031;1.980.091;5.929.143;1.692.516;147.415;12;0;0;9.749.178;221.025;312.908;1.905.524;824.124;459.838;175.712;0;3.899.131;2.438.888;4.040.011;3.720.932;3.608.445;1.452.363;1.494.582;87.777;16.842.998;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66.402.207;b3S;I;2;;9;SAO ROQUE DE MINAS;MG;12/2016;94.362;5;264;654;1.177;104;0;0;2.205;71;1.659;2.558;4.899;1.077;2;0;10.266;28;946;2.525;4.210;592;0;0;8.301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;937;3.553;33.513;10.443;1.216;0;0;49.662;862;5.474;6.191;8.391;2.497;511;0;23.927;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2.698.001;b3S;I;2;;9;FRANCISCO BELTRAO;PR;12/2016;94.345;0;0;0;0;0;0;0;0;371;1.281;3.872;5.211;1.633;698;0;13.066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;12;0;0;0;0;22;120;891;6.589;35.563;13.331;9.456;14.402;0;80.232;224;41;120;112;25;20;384;926;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65.229.254;b3S;I;2;;9;PATROCINIO;MG;12/2016;94.273;0;13;26;33;2;0;0;74;1.661;4.251;11.271;6.096;996;5;0;24.281;23;526;1.350;1.826;168;0;0;3.893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.374;6.555;44.805;5.210;233;0;0;58.177;299;2.675;2.487;2.385;0;0;0;7.847;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO DO ALTO PARANAPANEMA - SICREDI CAPAL PR/SP;7.206.072;b3S;I;2;;9;ARAPOTI;PR;12/2016;92.114;13;420;1.047;1.872;735;154;0;4.241;407;3.603;4.768;3.534;889;227;0;13.428;91;789;1.950;2.479;200;0;0;5.509;0;0;0;0;0;0;0;0;221;2.830;637;2;0;0;0;3.690;227;3.131;47.416;355;0;0;0;51.129;375;3.560;7.639;1.817;644;27;54;14.116;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37.255.049;b3S;I;2;;9;GOIANIA;GO;12/2016;91.899;0;0;0;0;0;0;0;0;0;721;4.452;1.727;0;0;0;6.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.280;14.378;26.969;0;0;0;0;46.628;608;33.439;4.322;2;0;0;0;38.371;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF;25.395.435;b3S;I;2;;9;LAJINHA;MG;12/2016;91.862;0;0;0;0;0;0;0;0;245;2.172;15.520;15.648;1.261;141;0;34.987;6;251;937;1.146;125;0;0;2.466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;2.138;29.823;7.448;11;0;0;39.482;757;3.709;5.347;4.823;245;45;0;14.927;0
SICREDI CREDSUPER - COOPERATIVA DE CRÉDITO SICREDI CREDSUPER;4.138.455;b3S;I;2;;9;NATAL;RN;12/2016;91.822;244;6.509;16.977;29.547;14.419;8.701;0;76.397;324;2.018;3.499;3.616;794;53;0;10.305;30;185;470;655;134;0;0;1.473;0;0;0;0;0;0;0;0;111;1.377;328;0;0;0;0;1.816;0;0;0;0;0;0;0;0;56;826;949;0;0;0;0;1.831;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694.389;b3S;I;2;;9;SAO JOSE DO CERRITO;SC;12/2016;91.146;9;215;589;1.315;254;0;0;2.383;489;4.147;6.835;8.719;698;267;0;21.154;119;1.022;2.542;3.244;130;0;0;7.057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;1.276;35.742;11.202;1.459;1.094;0;50.935;278;6.312;1.510;1.296;220;0;0;9.616;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA;1.635.462;b3S;I;2;;9;LAJEADO;RS;12/2016;90.956;0;0;0;0;0;0;0;0;143;6.280;16.250;26.996;13.428;9.183;0;72.280;9;1.432;3.612;4.716;1.016;13;0;10.799;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2.198;2.128;1.868;988;671;0;7.878;0
BANCO BONSUCESSO S.A.;71.027.866;b1;I;2;;8;BELO HORIZONTE;MG;12/2016;90.613;1.358;14.329;24.946;17.158;2.889;89;0;60.769;313;4.809;5.504;2.361;983;76;0;14.047;1.128;2.501;5.442;6.290;236;0;0;15.597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;199;0;0;0;0;0;200;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21.670.187;b3S;I;2;;9;BOM DESPACHO;MG;12/2016;90.519;0;0;0;0;0;0;0;0;185;5.023;13.300;11.709;2.078;0;0;32.295;12;834;2.173;2.826;162;0;0;6.006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;3.008;13.634;4.235;102;0;0;21.024;1.204;13.406;6.992;8.709;865;19;0;31.194;0
COOPERATIVA DE CRÉDITO DOS FORNECEDORES DE CANA, AGROPECUARISTAS E EMPRESÁRIOS DA REGIÃO DE PIRACICABA;54.401.286;b3S;I;2;;9;PIRACICABA;SP;12/2016;90.320;0;0;0;0;0;0;0;0;597;6.151;4.832;3.345;335;0;0;15.260;8;787;1.864;2.016;163;0;0;4.837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;677;2.559;57.961;3.585;47;65;0;64.894;1.092;2.128;2.108;0;0;0;0;5.328;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78.834.975;b3S;I;2;;9;CANOINHAS;SC;12/2016;90.181;0;1;4;0;0;0;0;5;766;8.764;14.629;7.047;379;67;0;31.652;51;417;1.152;858;0;0;0;2.479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;665;5.748;44.683;81;0;0;0;51.177;363;3.202;1.033;264;7;0;0;4.868;0
FINSOL SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.;18.810.553;n1;I;3;;10;RECIFE;PE;12/2016;88.655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.356;35.487;43.076;737;0;0;0;88.655;0
TODESCREDI S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9.473.806;n1;I;2;;14;BENTO GONCALVES;RS;12/2016;88.404;2;206;264;32;0;0;0;503;4.301;36.721;36.701;10.148;29;1;0;87.900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92.796.564;b3S;I;2;;9;PORTO ALEGRE;RS;12/2016;88.070;12;530;1.253;1.612;244;0;0;3.650;845;8.594;7.954;6.470;272;1;0;24.136;61;1.630;4.221;5.461;570;0;0;11.942;0;0;0;0;0;0;0;0;1.125;12.993;2.992;23;0;0;0;17.133;81;410;15.283;4.708;0;0;0;20.482;906;6.162;1.544;1.610;309;55;141;10.727;0
SICREDI ALAGOAS - COOPERATIVA DE CRÉDITO;41.180.092;b3S;I;2;;9;MACEIO;AL;12/2016;87.393;4;1.733;4.445;7.179;2.043;740;0;16.146;154;10.469;18.647;16.143;1.148;635;128;47.325;61;3.022;6.575;6.043;57;0;0;15.758;0;0;0;0;0;0;0;0;71;3.711;894;0;0;0;0;4.676;0;0;0;0;0;0;0;0;79;2.264;1.137;9;0;0;0;3.489;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1.727.929;b3S;I;2;;9;PATOS DE MINAS;MG;12/2016;86.714;0;1;2;0;0;0;0;3;225;8.026;21.256;25.367;7.947;5.677;0;68.499;52;1.875;4.368;5.061;373;0;0;11.728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;4.140;2.163;68;19;9;0;6.484;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE MARINGÁ - SICOOB METROPOLITANO;3.459.850;b3S;I;2;;9;MARINGA;PR;12/2016;85.890;33;735;1.798;2.884;914;15;0;6.379;1.089;6.939;14.108;15.880;4.265;74;0;42.355;79;614;1.507;1.823;176;0;0;4.198;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;5;194;1.746;10.760;11.233;1.028;6;0;24.968;1.011;4.242;2.609;120;3;0;0;7.986;0
COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.;64.293.582;b3S;I;2;;9;BELO HORIZONTE;MG;12/2016;85.763;54;7.969;17.505;40.618;19.505;29;0;85.681;1;25;33;22;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO TRIÂNGULO MINEIRO E SUDESTE DE GOIÁS LTDA. - SICOOB ARACREDI;68.987;b3S;I;2;;9;ARAGUARI;MG;12/2016;85.213;0;0;0;0;0;0;0;0;156;2.061;2.660;557;156;0;0;5.590;8;198;472;939;126;0;0;1.744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822;6.319;49.333;11.351;412;0;0;68.238;759;3.227;2.118;2.864;650;23;0;9.641;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE CARATINGA LTDA.   SICOOB CREDCOOPER;19.449.602;b3S;I;2;;9;CARATINGA;MG;12/2016;85.138;0;31;76;146;27;0;0;280;307;1.096;3.975;4.132;542;60;0;10.110;17;347;995;1.715;408;0;0;3.481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.314;2.064;36.050;23.043;243;27;0;62.741;479;6.478;1.551;18;0;0;0;8.526;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL;2.448.310;b3S;I;2;;9;CASCAVEL;PR;12/2016;84.976;0;0;0;0;0;0;0;0;518;1.824;4.179;4.361;735;201;6;11.824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;6;0;0;0;0;11;139;1.084;6.494;33.408;13.487;8.231;9.440;0;72.144;189;265;20;0;0;0;395;869;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÍ-PARANAPANEMA-AVARÉ;966.246;b3S;I;2;;9;ITAI;SP;12/2016;84.137;0;7;11;2;0;0;0;20;243;3.594;5.702;949;0;0;0;10.488;25;391;903;758;5;0;0;2.082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.096;12.530;43.154;2.462;70;0;0;60.312;1.180;7.018;1.605;1.114;316;2;0;11.235;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA;1.637.949;b3S;I;2;;9;PRESIDENTE PRUDENTE;SP;12/2016;83.197;0;0;0;0;0;0;0;0;2.198;20.399;20.491;7.693;1.481;33;0;52.294;24;845;2.245;3.689;285;0;0;7.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;292;14.548;0;0;0;0;15.069;341;6.587;1.603;214;0;0;0;8.746;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS;2.446.089;b3S;I;2;;9;CORONEL VIVIDA;PR;12/2016;82.650;0;0;0;0;0;0;0;0;445;1.903;3.788;4.800;897;23;0;11.856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;9;70;811;7.103;36.218;9.659;6.645;9.400;0;69.836;134;204;57;48;28;31;386;889;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS LITORÂNEA;85.291.086;b3S;I;2;;9;JACINTO MACHADO;SC;12/2016;82.633;3;186;521;1.169;352;3;0;2.235;134;3.990;9.629;13.494;3.980;431;0;31.658;146;2.368;6.439;11.379;2.201;1;0;22.534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2.030;15.118;2.120;1.233;1.176;0;21.690;91;2.714;933;513;255;10;1;4.516;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33.370.115;b3S;I;2;;9;RIO DE JANEIRO;RJ;12/2016;82.560;174;9.706;14.044;32.721;11.655;219;0;68.519;112;895;1.160;1.683;569;41;0;4.461;63;760;2.040;3.601;674;4;0;7.142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.348;90;0;0;0;0;2.438;0
COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL;5.888.589;b3S;I;2;;9;CURITIBA;PR;12/2016;82.030;24;1.340;3.035;6.925;5.061;2.071;0;18.456;135;2.920;6.245;6.447;448;0;0;16.194;31;242;569;573;20;0;0;1.435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.570;33.543;726;174;0;0;39.013;326;2.798;3.116;608;85;0;0;6.933;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71.419.600;b3S;I;2;;9;FRUTAL;MG;12/2016;81.731;0;36;94;121;2;0;0;253;1.777;5.095;8.311;4.974;3.110;406;0;23.673;0;100;230;189;2;0;0;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;921;7.473;30.548;12.712;931;0;0;52.585;141;4.055;501;0;0;0;0;4.698;0
COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES PODER JUDICIÁRIO, TRIBUNAL CONTAS ESTADUAL E SERVIDORES ÓRGÃOS ENTIDADES ÁREA CIÊNCIA TECNOLOGIA NO ESTADO DO RIO DE JANEIRO LTDA.;2.000.895;b3S;I;2;;9;RIO DE JANEIRO;RJ;12/2016;81.335;22;4.944;11.339;28.272;20.956;13.119;0;78.651;74;738;478;215;51;11;0;1.567;1;12;31;113;71;0;0;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;353;120;184;33;1;0;888;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA;59.869.560;b3S;I;2;;9;ADAMANTINA;SP;12/2016;81.234;0;0;0;0;0;0;0;0;2.032;15.283;6.982;8.906;5;0;0;33.208;29;481;1.019;892;0;0;0;2.421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;6.382;22.486;685;196;0;0;29.840;678;9.831;5.256;0;0;0;0;15.765;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO VALE DO SÃO PATRICIO LTDA.;968.602;b3S;I;2;;9;GOIANESIA;GO;12/2016;81.202;0;0;0;0;0;0;0;0;504;2.410;8.929;16.659;1.455;0;0;29.957;0;75;123;220;1;0;0;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.108;35.986;1.583;0;0;0;44.676;112;3.390;2.439;206;5;0;0;6.151;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78.862.083;b3S;I;2;;9;CAMPOS NOVOS;SC;12/2016;81.088;35;1.004;1.823;2.917;1.202;144;0;7.125;364;4.638;19.338;4.357;728;23;0;29.448;8;259;848;976;154;0;0;2.245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;585;5.091;24.406;4.136;115;1.139;0;35.471;320;4.363;1.556;516;38;7;0;6.800;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO CENTRO-OESTE DO RS LTDA. - UNICRED CENTRO-OESTE RS;2.641.032;b3S;I;2;;9;SANTA MARIA;RS;12/2016;80.663;0;33;75;86;5;0;0;199;195;4.193;11.285;14.247;3.489;1.272;1;34.682;73;1.710;4.365;6.026;897;50;0;13.119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;4.983;9.440;12.588;3.828;1.447;0;32.663;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6.332.931;b3S;I;2;;9;RIO VERDE;GO;12/2016;79.668;3;74;169;154;15;0;0;415;759;2.928;5.506;4.091;982;0;0;14.266;29;214;530;512;3;0;0;1.288;0;0;0;0;0;0;0;0;484;2.858;674;14;0;0;0;4.030;195;3.261;31.124;4.032;55;0;0;38.666;1.158;8.094;9.954;1.441;295;0;59;21.002;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95.213.211;b3S;I;2;;9;ROLANTE;RS;12/2016;78.825;3;75;186;203;25;0;0;492;551;3.273;7.886;7.939;2.050;1.169;0;22.869;105;1.349;3.418;3.867;394;32;0;9.165;0;0;0;0;0;0;0;0;296;3.471;883;5;0;0;0;4.655;30;1.579;20.215;3.797;0;0;0;25.621;900;6.144;4.714;2.832;1.290;41;102;16.023;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC;81.016.131;b3S;I;2;;9;VIDEIRA;SC;12/2016;78.730;1;20;43;74;19;0;0;157;523;3.955;8.505;10.592;2.987;623;0;27.185;158;1.083;2.866;4.698;503;11;0;9.320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;4.795;27.616;3.135;560;2.399;0;38.540;170;2.941;418;0;0;0;0;3.529;0
COOPERATIVA DE CRÉDITO RURAL E DOS EMPRESÁRIOS DO CENTRO DO ESTADO DE RONDÔNIA - SICOOB CENTRO;8.044.854;b3S;I;2;;9;JI-PARANA;RO;12/2016;78.227;0;0;0;0;0;0;0;0;1.177;9.687;12.541;4.963;218;0;0;28.587;19;308;967;1.170;139;0;0;2.602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416;3.221;21.484;9.030;410;0;0;34.560;1.765;10.025;653;34;0;0;0;12.477;0
SICREDI RECIFE - COOPERATIVA DE CRÉDITO DO GRANDE RECIFE, ZONA DA MATA NORTE E SUL;70.241.658;b3S;I;2;;9;RECIFE;PE;12/2016;75.486;53;4.065;10.332;16.250;5.094;695;0;36.491;187;5.991;8.701;7.169;163;0;0;22.212;85;2.487;5.012;5.657;543;0;0;13.784;0;0;0;0;0;0;0;0;43;839;158;0;0;0;0;1.040;0;0;0;0;0;0;0;0;19;1.109;779;51;0;0;0;1.958;0
COOPERATIVA DE POUPANÇA E CRÉDITO DE LIVRE ADMISSÃO DO VALE DO RIO DOCE LTDA. - SICOOB CREDIRIODOCE;25.606.237;b3S;I;2;;9;GOVERNADOR VALADARES;MG;12/2016;74.114;15;255;625;943;98;0;0;1.937;168;4.409;9.529;4.227;708;476;0;19.516;76;391;875;1.090;75;0;0;2.506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;4.052;18.872;11.414;598;0;0;35.166;586;7.635;2.835;2.260;1.257;415;0;14.988;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS;41.753.500;b3S;I;2;;9;CARLOS CHAGAS;MG;12/2016;74.094;0;0;0;0;0;0;0;0;567;15.510;17.715;7.228;26;0;0;41.046;2;241;642;1.053;119;0;0;2.057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;3.257;9.613;13.516;5;0;0;26.507;56;2.526;1.709;194;0;0;0;4.484;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI;2.144.899;b3S;I;2;;9;OURO PRETO DO OESTE;RO;12/2016;73.902;0;0;1;0;0;0;0;1;665;10.876;1.294;345;30;76;0;13.287;6;289;714;850;3;0;0;1.861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.055;5.380;33.559;8.545;456;0;0;48.994;157;8.476;1.102;21;4;0;0;9.760;0
BANCO LUSO BRASILEIRO S.A.;59.118.133;b1;I;2;;8;SAO PAULO;SP;12/2016;72.882;732;1.296;1.884;569;1;0;0;4.482;22;2.892;7.675;11.406;3.172;0;0;25.167;195;2.475;5.620;8.971;373;0;0;17.634;196;673;1.350;3.206;2.904;11.776;4.011;24.116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;140;946;310;38;0;0;1.483;0
BBM;30.207;b1;C;2;;199;SALVADOR;BA;12/2016;72.794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.461;2.358;55.157;9.085;2.425;1.308;0;72.794;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITURAMA LTDA. - SICOOB CREDIRAMA;3.412.878;b3S;I;2;;9;ITURAMA;MG;12/2016;72.721;0;28;63;114;20;0;0;225;224;243;2.368;1.933;1.064;0;0;5.831;9;321;774;1.124;66;0;0;2.294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;4.497;28.357;15.502;0;0;0;48.538;196;10.524;1.851;1.180;1.402;681;0;15.833;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PARAÍSO DO TOCANTINS E REGIÃO LTDA;26.960.328;b3S;I;2;;9;PARAISO DO NORTE DO TOCANTINS;TO;12/2016;72.703;4;10;22;46;6;0;0;88;1.825;12.416;17.441;5.257;1.029;33;0;38.001;99;757;1.818;2.714;500;0;0;5.887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;312;549;17.708;3.078;1;0;0;21.648;134;5.120;1.569;255;0;0;0;7.079;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21.866.694;b3S;I;2;;9;MONTES CLAROS;MG;12/2016;72.598;0;0;0;0;0;0;0;0;146;2.472;5.616;4.770;438;0;0;13.441;8;282;515;545;0;0;0;1.351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;968;10.299;17.648;9.750;7.262;0;46.104;376;10.176;989;160;0;0;0;11.702;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES E EMPRESÁRIOS DA REGIÃO OESTE DO PARANÁ LTDA. - UNIPRIME OESTE DO PARANÁ;1.736.243;b3S;I;2;;9;CASCAVEL;PR;12/2016;70.731;0;0;0;0;0;0;0;0;196;3.309;8.755;12.536;6.575;5.241;0;36.612;28;894;2.375;1.959;149;0;0;5.404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;265;4.254;6.417;9.724;4.803;3.250;0;28.714;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4.529.074;b3S;I;2;;9;CASCAVEL;PR;12/2016;70.679;58;814;2.042;4.408;1.943;270;0;9.535;837;3.568;9.289;8.445;1.727;645;0;24.510;116;502;1.302;1.750;61;0;0;3.733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;353;3.695;18.878;4.801;71;0;0;27.798;551;3.167;391;813;182;0;0;5.103;0
