Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;09/2016;498.294.536;2.143.136;5.904.542;14.575.947;23.918.589;10.951.820;5.437.572;210;62.931.817;1.375.037;1.148.633;2.055.930;2.130.232;94.730;0;3;6.804.564;501.644;1.616.753;3.727.788;4.763.696;443.087;295;0;11.053.263;1.952.791;12.044.751;32.182.629;73.376.749;58.078.767;152.988.057;56.244.635;386.868.378;2.162.231;5.606.380;1.528.110;149.786;24;0;0;9.446.531;292.221;535.380;1.477.505;842.765;477.997;191.695;0;3.817.564;3.103.815;4.373.013;3.642.130;3.122.941;1.508.777;1.532.129;89.613;17.372.418;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR;21.866.694;b3S;I;2;;9;MONTES CLAROS;MG;09/2016;69.555;0;0;0;0;0;0;0;0;194;2.184;4.473;3.976;179;0;0;11.006;12;284;607;620;4;0;0;1.526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;2.064;6.892;16.787;10.568;8.067;0;44.601;568;10.379;1.203;273;0;0;0;12.423;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TOLEDO E REGIÃO LTDA. - UNIPRIME PIONEIRA DO PARANÁ;1.286.361;b3S;I;2;;9;TOLEDO;PR;09/2016;69.212;0;0;0;0;0;0;0;0;176;3.962;10.473;16.999;7.789;7.097;0;46.498;74;1.658;4.165;5.277;864;4;0;12.042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;2.987;4.843;1.872;590;234;0;10.672;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97.259.253;b3S;I;2;;9;PASSO FUNDO;RS;09/2016;69.190;1;21;60;98;9;0;0;189;5;2.223;6.041;12.909;7.889;2.671;0;31.737;6;449;1.148;1.738;460;3;0;3.803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;2.884;7.152;13.110;7.604;2.661;0;33.460;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DA REGIÃO SUDOESTE DE GOIÁS - SICREDI SUDOESTE GO;6.332.931;b3S;I;2;;9;RIO VERDE;GO;09/2016;68.418;3;70;163;190;5;0;0;431;1.216;2.976;5.745;4.434;1.117;0;0;15.488;20;228;552;574;7;0;0;1.381;0;0;0;0;0;0;0;0;562;2.464;572;16;0;0;0;3.613;235;2.704;24.744;3.238;0;0;0;30.920;1.620;6.287;6.469;1.646;383;0;177;16.584;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL;2.447.120;b3S;I;2;;9;TEIXEIRA DE FREITAS;BA;09/2016;66.975;5;331;815;1.681;741;297;0;3.871;1.772;5.078;20.027;6.316;38;0;0;33.231;142;1.061;2.742;4.180;135;0;0;8.260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;2.936;13.130;49;3;0;0;16.415;288;3.859;1.009;38;3;0;0;5.198;0
COOPERATIVA DE CRÉDITO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5.772.229;b3S;I;2;;9;PARANAVAI;PR;09/2016;66.465;21;203;500;809;81;0;0;1.614;2.075;3.766;13.156;6.147;2.092;0;0;27.236;66;282;585;453;0;0;0;1.386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;4.272;13.449;7.032;174;0;0;25.504;661;7.764;2.291;10;0;0;0;10.726;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;78.862.083;b3S;I;2;;9;CAMPOS NOVOS;SC;09/2016;66.156;33;851;1.799;2.927;1.277;132;0;7.019;483;3.992;12.066;4.496;783;1;0;21.821;17;273;749;1.024;188;0;0;2.251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;720;2.460;18.286;5.314;296;1.131;0;28.207;212;4.391;1.527;669;49;9;0;6.857;0
COOPERATIVA DE CRÉDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ÓRGÃO AUXILIAR LTDA. - SICOOB COFAL;21.797.311;b3S;I;2;;9;BELO HORIZONTE;MG;09/2016;65.152;42;3.540;13.843;24.838;12.235;4.523;0;59.021;9;1.706;1.789;1.845;227;0;0;5.576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;134;384;24;0;0;0;556;0
COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES DO TRIÂNGULO, CIRCUITO DAS ÁGUAS E CENTRO DE MINAS LTDA. - UNICRED MINEIRA;70.937.271;b3S;I;2;;9;UBERLANDIA;MG;09/2016;65.128;0;0;1;4;0;0;0;6;318;5.595;13.764;19.977;6.054;4.414;0;50.123;31;1.355;3.553;4.400;153;0;0;9.493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;3.843;1.398;110;5;0;0;5.507;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;66.398.496;b3S;I;2;;9;ARAXA;MG;09/2016;64.854;0;17;36;42;0;0;0;95;462;5.091;4.047;4.941;321;24;0;14.886;34;494;1.224;1.581;22;0;0;3.355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;821;16.908;12.830;6.082;402;0;0;37.043;208;2.188;3.879;2.818;87;0;294;9.474;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2.282.709;b3S;I;2;;9;ANAPOLIS;GO;09/2016;64.626;0;1;4;4;0;0;0;9;320;4.041;10.280;11.137;2.087;420;0;28.285;40;816;2.109;2.609;139;0;0;5.713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8.449;0;0;0;0;8.464;576;11.428;3.830;3.691;1.856;772;0;22.154;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO MINISTÉRIO PÚBLICO NO ESTADO DO RIO DE JANEIRO LIMITADA - SICOOB COOMPERJ;4.694.278;b3S;I;2;;9;RIO DE JANEIRO;RJ;09/2016;64.512;48;1.840;7.299;14.316;8.159;2.325;0;33.988;393;5.857;5.764;9.779;3.827;2.074;6;27.700;14;221;526;757;245;10;0;1.772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;494;314;93;0;0;0;1.052;0
SICOOB NOSSACOOP - COOPERATIVA DE ECONOMIA E CRÉDITO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO E PESQUISA E DE SERVIDORES PÚBLICOS DE MINAS GERAIS LTDA.;1.760.242;b3S;I;2;;9;BELO HORIZONTE;MG;09/2016;64.388;197;3.324;7.405;14.614;10.915;14.176;0;50.631;305;1.660;2.617;3.759;1.199;716;0;10.256;12;178;476;899;226;20;0;1.812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;1.488;27;21;8;4;0;1.689;0
COOPERATIVA DE CRÉDITO DO ALTO PARNAÍBA E REGIÃO LTDA.;25.387.671;b3S;I;2;;9;PATOS DE MINAS;MG;09/2016;64.180;7;152;366;230;0;0;0;755;434;296;1.036;726;0;0;0;2.492;0;191;470;340;0;0;0;1.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.315;12.096;20.494;14.921;0;0;0;50.826;973;3.698;1.803;2.534;96;0;0;9.105;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.;2.338.666;b3S;I;2;;9;BRASILIA;DF;09/2016;63.939;80;1.818;3.897;10.213;9.080;11.201;0;36.289;362;5.004;4.850;8.695;2.374;208;0;21.492;22;282;759;1.613;314;2;0;2.993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;1.916;211;282;252;194;0;3.165;0
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4.529.074;b3S;I;2;;9;CASCAVEL;PR;09/2016;63.754;68;771;1.876;3.919;1.699;164;0;8.497;692;3.124;8.361;7.739;1.519;263;0;21.697;128;589;1.555;2.182;112;0;0;4.566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;4.429;13.302;5.217;88;0;0;23.324;503;3.646;404;864;253;0;0;5.670;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;78.483.310;b3S;I;2;;9;ITAPIRANGA;SC;09/2016;63.461;0;0;0;0;0;0;0;0;205;2.894;6.570;6.298;1.935;1.465;16;19.382;13;743;2.077;3.286;299;11;0;6.430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;4.234;15.793;6.603;3.541;1.083;0;31.314;31;1.546;2.196;2.287;216;58;0;6.335;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE ITURAMA LTDA. - SICOOB CREDIRAMA;3.412.878;b3S;I;2;;9;ITURAMA;MG;09/2016;63.133;0;30;78;136;33;0;0;278;208;2.537;1.183;3.471;1.267;105;0;8.772;12;325;848;1.262;103;0;0;2.549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;319;1.062;19.718;17.886;0;0;0;38.985;221;6.909;5.098;245;76;0;0;12.549;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES DO CENTRO OESTE DO BRASIL LTDA;73.647.935;b3S;I;2;;9;CAMPO GRANDE;MS;09/2016;63.112;0;0;0;0;0;0;0;0;124;4.515;10.589;12.679;4.056;3.167;0;35.130;80;2.285;5.961;7.644;736;0;0;16.705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;5.725;5.298;200;0;0;0;11.277;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO SUDESTE PARAENSE - SICREDI CARAJÁS PA;8.723.661;b3S;I;2;;9;REDENCAO;PA;09/2016;62.523;7;82;192;380;55;0;0;716;13.995;8.811;9.117;3.411;81;0;0;35.416;67;325;771;720;24;0;0;1.907;0;0;0;0;0;0;0;0;718;1.599;302;2;0;0;0;2.621;727;1.943;4.861;3.424;0;0;0;10.954;2.680;3.591;2.622;924;322;142;628;10.910;0
COOPERATIVA DE CRÉDITO E INVESTIMENTOS DE LIVRE ADMISSÃO DO VALE DO IVAÍ - SICREDI VALE DO IVAÍ PR;81.706.616;b3S;I;2;;9;JANDAIA DO SUL;PR;09/2016;62.479;8;345;855;1.040;110;0;0;2.359;352;2.678;6.968;6.221;616;0;0;16.836;47;721;1.533;1.781;114;3;0;4.199;0;0;0;0;0;0;0;0;405;2.861;744;1;0;0;0;4.012;215;8.070;11.157;2.814;12;0;0;22.268;923;6.830;4.539;362;26;0;127;12.806;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MAGISTRADOS, MEMBROS DO MINISTÉRIO PÚBLICO E PROFISSIONAIS DO DIREITO CATARINENSES LTDA - COOMARCA;4.355.489;b3S;I;2;;9;FLORIANOPOLIS;SC;09/2016;62.140;9;2.260;5.951;11.689;5.997;3.360;0;29.266;61;2.126;4.385;8.357;5.464;6.971;2;27.366;26;591;1.485;2.127;545;42;0;4.818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;514;175;0;0;0;0;690;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ERECHIM - CRESOL ERECHIM;2.910.987;b3S;I;2;;9;ERECHIM;RS;09/2016;60.571;0;0;0;0;0;0;0;0;17;661;1.429;1.996;863;52;0;5.018;89;718;1.981;3.337;270;0;0;6.394;0;0;0;0;0;0;0;0;24;0;0;0;0;0;2;25;75;3.478;13.144;10.265;5.771;3.363;0;36.096;207;3.111;4.291;3.727;1.184;132;384;13.037;0
COOPERATIVA DE CRÉDITO DAS MATAS DE MINAS LTDA. - SICOOB CREDISUDESTE;22.656.789;b3S;I;2;;9;MURIAE;MG;09/2016;60.476;1;143;334;602;141;0;0;1.220;363;6.540;8.811;2.609;79;0;0;18.402;50;603;1.598;2.430;234;0;0;4.915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;9.723;12.520;2.674;920;0;0;26.104;407;4.707;1.525;1.846;939;410;0;9.834;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DO  MINISTÉRIO PÚBLICO E DO PODER JUDICIÁRIO DO ESTADO DO PARÁ LTDA - COIMPPA;84.156.470;b3S;I;2;;9;BELEM;PA;09/2016;60.461;96;2.052;9.198;20.734;17.945;7.287;0;57.312;118;550;655;1.231;226;81;0;2.862;0;14;55;25;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;100;8;0;5;0;0;194;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DAS INSTITUIÇÕES JURÍDICAS DA UNIÃO EM MINAS GERAIS LTDA.   SICOOB COOPJUS;25.363.615;b3S;I;2;;9;BELO HORIZONTE;MG;09/2016;60.429;32;3.808;10.116;19.932;12.137;14.098;0;60.123;12;129;42;45;4;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;70;1;0;0;0;0;73;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA UNIÃO DOS VALES DO PIRANGA E MATIPÓ LTDA.   SICOOB UNIÃO;1.060.307;b3S;I;2;;9;RAUL SOARES;MG;09/2016;60.300;9;159;485;811;161;0;0;1.625;246;4.388;3.486;3.807;203;3;0;12.133;32;561;1.458;2.256;236;0;0;4.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;659;6.206;18.356;6.712;113;0;0;32.046;661;5.965;1.679;1.283;364;0;0;9.953;0
COOPERATIVA DE CRÉDITO DO OESTE MINEIRO E REGIÃO METROPOLITANA DE BELO HORIZONTE LTDA. - SICOOB CREDIOESTE;25.420.696;b3S;I;2;;9;ABAETE;MG;09/2016;60.174;0;16;50;71;7;0;0;144;349;4.288;11.083;9.799;922;330;0;26.772;4;162;392;568;45;0;0;1.171;0;0;0;0;0;0;0;0;4;4;7;8;0;0;0;24;146;2.118;7.670;15.051;0;0;0;24.985;232;4.211;1.530;1.099;4;1;0;7.078;0
COOPERATIVA DE CRÉDITO DOS INTEGRANTES DO PODER JUDICIÁRIO E DO MINISTÉRIO PÚBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP;3.519.240;b3S;I;2;;9;BELO HORIZONTE;MG;09/2016;59.992;95;3.153;7.565;15.702;9.058;7.330;0;42.902;75;913;1.156;1.931;1.237;1.023;0;6.334;3;627;1.661;3.695;1.352;3;0;7.342;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;5;0;0;0;0;0;0;0;0;55;993;240;548;494;1.073;6;3.409;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO NORDESTE DO PARÁ - SICREDI NORDESTE PA;10.772.401;b3S;I;2;;9;PARAGOMINAS;PA;09/2016;59.892;1;49;143;237;56;0;0;486;16.726;4.061;5.128;5.406;923;0;0;32.243;68;209;603;680;44;0;0;1.604;0;0;0;0;0;0;0;0;261;1.506;330;0;0;0;0;2.097;0;567;12.138;323;133;0;0;13.161;2.467;3.649;3.676;366;2;0;139;10.300;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO COSAN - BARRACRED COSAN;1.439.107;b3S;I;2;;9;BARRA BONITA;SP;09/2016;59.829;678;7.672;14.284;8.034;33;0;0;30.700;59;3.648;7.269;5.952;635;14;0;17.577;20;948;2.948;6.320;1.293;3;0;11.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;11;0;0;0;0;19;0
COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA MAXION - CREDMAXION;58.290.800;b3S;I;2;;9;CRUZEIRO;SP;09/2016;59.642;3;3.296;13.819;26.668;7.020;30;0;50.836;152;3.132;3.913;1.367;240;1;0;8.805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS;1.389.651;b3S;I;2;;9;PAPANDUVA;SC;09/2016;59.619;3;87;164;95;0;0;0;350;171;4.165;11.955;7.817;784;6;0;24.899;0;338;852;1.031;139;0;0;2.361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463;1.995;17.947;6.815;1.454;198;0;28.872;30;2.355;655;98;0;0;0;3.137;0
COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS;7.512.780;b3S;I;2;;9;AGUAS MORNAS;SC;09/2016;59.302;0;0;0;0;0;0;0;0;438;1.487;3.611;4.786;853;102;0;11.277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;16;304;4.983;12.062;13.029;7.944;8.313;0;46.635;173;711;4;3;0;0;483;1.375;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CRUZ MACHADO - CRESOL CRUZ MACHADO;5.277.312;b3S;I;2;;9;CRUZ MACHADO;PR;09/2016;59.175;0;0;0;0;0;0;0;0;499;1.108;3.408;3.917;1.060;126;0;10.117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;6;39;1.359;3.845;12.073;12.350;8.590;9.752;0;47.970;250;179;69;106;25;8;412;1.049;0
COOPERATIVA DE CRÉDITO NOROESTE - SICOOB NOROESTE;81.292.278;b3S;I;2;;9;SAO LOURENCO D'OESTE;SC;09/2016;58.327;0;38;94;221;77;1;0;431;206;2.357;3.805;5.286;1.058;226;0;12.939;110;1.160;3.249;6.653;1.095;2;0;12.268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;1.567;17.679;5.669;1.281;150;0;26.619;251;2.257;1.635;1.405;409;113;0;6.070;0
COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR;86.803.939;b3S;I;2;;9;NOVA IGUACU;RJ;09/2016;57.933;0;4;0;0;0;0;0;4;887;6.034;12.583;14.789;4.771;4.598;272;43.935;69;1.159;2.750;3.087;488;0;0;7.553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;839;2.778;1.799;845;173;7;0;6.442;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO ITAJAÍ E LITORAL CATARINENSE - SICREDI VALE LITORAL SC;10.348.181;b3S;I;2;;9;ITAPEMA;SC;09/2016;57.911;2;133;399;734;118;0;0;1.386;597;3.240;7.059;8.942;2.120;8;0;21.967;106;1.740;4.680;6.710;941;0;0;14.177;0;0;0;0;0;0;0;0;939;7.986;1.684;1;0;0;0;10.610;0;0;109;0;0;0;0;109;783;6.593;1.221;628;212;17;209;9.663;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SUL-LITORÂNEA DO ESPÍRITO SANTO;32.474.884;b3S;I;2;;9;ALFREDO CHAVES;ES;09/2016;56.709;30;243;568;877;223;0;0;1.940;1.889;3.117;7.388;6.736;621;0;0;19.750;72;907;2.277;2.987;330;0;0;6.574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;3.954;6.601;4.760;1.312;434;0;17.260;1.826;7.464;1.109;661;126;0;0;11.186;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA JOHNSON & JOHNSON;45.691.128;b3S;I;2;;9;SAO JOSE DOS CAMPOS;SP;09/2016;56.120;75;5.198;13.866;22.318;5.711;36;0;47.204;1.004;6.726;769;339;77;0;0;8.916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARIQUEMES LTDA. - CREDISIS CREDIARI;3.222.753;b3S;I;2;;9;ARIQUEMES;RO;09/2016;55.899;0;0;0;0;0;0;0;0;1.061;13.436;25.512;764;0;0;0;40.773;1;988;1.426;1.205;7;0;0;3.627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494;10.012;993;1;0;0;0;11.499;0
CREDIALIANÇA COOPERATIVA DE CRÉDITO RURAL;78.157.146;b3S;I;2;;9;ROLANDIA;PR;09/2016;54.821;0;72;182;220;0;0;0;474;0;0;0;0;0;0;0;0;0;207;729;755;0;0;0;1.690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;11.919;26.627;133;43;0;0;38.831;128;6.414;6.044;1.214;25;0;0;13.826;0
COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS DOS PODERES EXECUTIVO E LEGISLATIVO NO ESTADO DE MATO GROSSO - SICOOB SERVIDOR;4.346.379;b3S;I;2;;9;CUIABA;MT;09/2016;54.389;108;1.637;4.093;8.338;4.354;33;0;18.563;3.021;5.581;11.422;11.735;1.078;38;0;32.875;6;101;324;570;77;0;0;1.078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;1.233;115;98;0;0;0;1.873;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED;49.654.502;b3S;I;2;;9;CATANDUVA;SP;09/2016;53.541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;718;14.475;21.745;9.497;0;0;0;46.435;1.378;2.740;1.925;0;1.063;0;0;7.106;0
MODAL;51.963;b1;C;2;;199;RIO DE JANEIRO;RJ;09/2016;52.700;0;0;0;0;0;0;0;0;9.942;0;2.708;24.143;15.753;151;0;52.698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR;41.931.445;b3S;I;2;;9;FORMIGA;MG;09/2016;52.570;0;0;0;0;0;0;0;0;3.210;4.605;6.095;7.698;980;864;0;23.451;3;221;593;800;18;0;0;1.635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.986;4.901;10.032;356;0;0;20.275;124;5.293;1.284;459;48;0;0;7.209;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE ITAPEJARA D`OESTE - CRESOL ITAPEJARA D`OESTE;4.973.378;b3S;I;2;;9;ITAPEJARA D'OESTE;PR;09/2016;52.239;0;0;0;0;0;0;0;0;229;1.337;3.215;4.244;849;122;0;9.996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;4;30;481;5.462;17.491;6.881;5.110;6.272;0;41.697;109;163;4;0;0;0;240;516;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.;1.572.667;b3S;I;2;;9;ERECHIM;RS;09/2016;52.037;0;0;0;0;0;0;0;0;13;1.064;3.009;5.557;3.202;3.912;0;16.758;3;388;1.046;1.345;194;0;0;2.976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2.934;8.760;11.459;4.127;4.990;0;32.303;0
COOPERATIVA DE CRÉDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAIBANA;1.151.186;b3S;I;2;;9;CAMPINA GRANDE;PB;09/2016;50.976;0;168;455;789;250;47;0;1.710;220;3.905;8.018;8.500;2.164;855;0;23.662;238;3.261;7.706;8.555;742;0;0;20.502;0;0;0;0;0;0;0;0;202;2.124;479;0;0;0;0;2.805;0;0;0;0;0;0;0;0;49;1.226;1.021;0;0;0;0;2.297;0
