Instituição financeira;Código;TCB;TD;TC;SR;Segmento;Cidade;UF;Data;Total da Carteira de Pessoa Física;Empréstimo com Consignação em Folha;;;;;;;;Empréstimo sem Consignação em Folha;;;;;;;;Veículos;;;;;;;;Habitação;;;;;;;;Cartão de Crédito;;;;;;;;Rural e Agroindustrial;;;;;;;;Outros Créditos;;;;;;;;Total Exterior Pessoa Física;
;;;;;;;;;;;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 dias;A Vencer Entre 1801 a 5400 Dias;A Vencer Acima de 5400 Dias;Total;Vencido a Partir de 15 Dias;A Vencer em até 90 Dias;A Vencer Entre 91 a 360 Dias;A Vencer Entre 361 a 1080 Dias;A Vencer Entre 1081 a 1800 Dias;A Vencer Entre 1801 a 5400 Dias;A vencer Acima de 5400 Dias;Total;;
CAIXA ECONOMICA FEDERAL;360.305;b1;I;1;;6;BRASILIA;DF;06/2014;390.276.766;1.981.547;3.760.573;10.171.692;21.229.098;11.518.012;1.971.665;0;50.632.587;1.469.306;2.225.945;2.796.654;3.327.866;267.382;352;0;10.087.504;348.014;954.715;2.403.557;3.858.872;718.971;423;0;8.284.552;1.678.594;9.610.330;25.499.606;57.664.759;45.406.658;113.962.809;37.130.797;290.953.552;1.047.187;6.127.747;1.503.039;105.035;415;0;0;8.783.423;30.771;1.009.771;702.991;246.345;199.469;157.660;0;2.347.008;2.072.683;4.555.125;4.290.055;3.124.506;1.836.717;2.443.292;865.761;19.188.138;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR;76.059.997;b3S;I;2;;9;TOLEDO;PR;06/2014;98.564;2;109;284;439;64;0;0;898;728;4.450;8.484;9.084;2.260;581;0;25.587;65;1.262;3.492;5.224;815;0;0;10.858;0;0;0;0;0;0;0;0;179;2.443;0;0;0;0;0;2.622;210;14.076;20.994;2.974;228;0;0;38.482;389;7.222;4.471;2.833;2.420;2.684;98;20.117;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO GRANDES LAGOS DO PARANÁ - SICREDI GRANDES LAGOS PR;81.115.149;b3S;I;2;;9;LARANJEIRAS DO SUL;PR;06/2014;98.524;13;374;1.014;1.555;205;1;0;3.162;716;7.209;12.796;12.963;1.721;20;0;35.425;65;1.222;3.381;5.836;1.188;1;0;11.692;0;0;0;0;0;0;0;0;395;3.546;0;0;0;0;0;3.940;419;12.393;10.616;10.609;641;2;0;34.680;420;6.184;2.424;274;120;0;202;9.624;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26.408.187;b3S;I;2;;9;MARACAJU;MS;06/2014;98.175;2;96;201;102;0;0;0;401;1.326;7.657;10.361;2.968;147;105;0;22.564;6;91;189;156;6;0;0;448;0;0;0;0;0;0;0;0;576;2.901;0;0;0;0;0;3.477;1.215;10.361;35.089;958;0;0;0;47.624;849;12.752;9.575;210;0;0;275;23.661;0
COOPERATIVA DE CRÉDITO DE LAJEADO - SICREDI VALE DO TAQUARI RS;91.159.764;b3S;I;2;;9;LAJEADO;RS;06/2014;97.517;2;148;385;470;90;2;0;1.098;374;7.754;13.352;13.989;2.487;10;0;37.966;45;2.951;7.074;10.668;2.032;2;0;22.773;0;0;0;0;0;0;0;0;336;6.446;0;0;0;0;0;6.782;5;11.208;1.547;1.051;275;0;0;14.086;410;8.616;3.305;1.333;980;0;169;14.812;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DO PARANÁ - SICOOB NOROESTE DO PARANÁ;5.772.229;b3S;I;2;;9;PARANAVAI;PR;06/2014;96.828;10;176;465;1.028;163;0;0;1.842;399;3.680;4.573;6.165;1.194;611;0;16.622;87;507;1.343;2.128;196;0;0;4.260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;5.002;24.925;20.665;4.610;0;0;55.382;686;8.420;6.749;104;0;0;2.763;18.722;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE VARGINHA LTDA - SICOOB CREDIVAR;25.798.596;b3S;I;2;;9;VARGINHA;MG;06/2014;95.761;1;54;210;202;0;0;0;467;12;5.901;1.484;1.412;84;0;0;8.894;7;383;1.021;1.421;25;0;0;2.858;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;15;245;13.149;22.875;3.873;1.192;1.819;0;43.153;1.024;19.353;10.439;3.325;770;66;5.398;40.375;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS PLANALTO MÉDIO DO RIO GRANDE DO SUL - SICREDI PLANALTO MÉDIO RS;87.781.530;b3S;I;2;;9;PASSO FUNDO;RS;06/2014;95.354;20;250;691;786;7;0;0;1.752;483;5.248;8.098;8.678;1.462;55;0;24.025;65;738;2.046;3.256;626;0;0;6.731;0;0;0;0;0;0;0;0;558;4.012;0;0;0;0;0;4.570;10;14.584;28.374;1.799;370;52;0;45.189;852;8.874;3.042;20;0;0;299;13.087;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10.736.214;b3S;I;2;;9;CRISTALINA;GO;06/2014;95.284;0;50;136;157;13;0;0;356;1.387;6.812;15.974;8.700;951;36;0;33.861;12;96;274;289;26;0;0;697;0;0;0;0;0;0;0;0;328;2.558;0;0;0;0;0;2.886;420;29.675;8.638;1.790;82;0;0;40.605;2.338;7.201;6.757;405;48;0;129;16.879;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI;66.402.207;b3S;I;2;;9;SAO ROQUE DE MINAS;MG;06/2014;94.873;0;1;6;14;0;0;0;21;49;925;343;483;265;0;0;2.064;8;932;2.115;3.743;642;0;0;7.440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;17.631;19.167;12.641;5.974;538;0;56.021;388;9.332;5.917;9.394;3.062;22;1.212;29.327;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO TERCEIRO PLANALTO DO PARANÁ - SICREDI TERCEIRO PLANALTO;77.984.870;b3S;I;2;;9;GUARAPUAVA;PR;06/2014;94.367;8;78;197;269;37;0;0;590;416;3.870;7.130;7.199;1.023;2;0;19.639;128;1.336;3.728;6.844;1.423;18;0;13.478;0;0;0;0;0;0;0;0;641;3.626;0;0;0;0;0;4.267;382;16.078;21.519;5.078;159;0;0;43.215;643;7.101;4.558;507;146;2;222;13.179;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAÍBA LTDA.;24.799.033;b3S;I;2;;9;QUIRINOPOLIS;GO;06/2014;94.283;0;75;170;192;24;0;0;461;1.307;16.535;9.460;9.622;1.311;294;82;38.610;31;638;1.734;2.963;432;0;0;5.798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;3.118;25.261;9.301;0;0;0;38.058;247;5.510;1.472;1.639;151;17;2.321;11.356;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS E SERVIDORES DA SABESP E EM EMPRESAS DE SANEAMENTO AMBIENTAL DO ESTADO DE SÃO PAULO - CECRES;54.603.022;b3S;I;2;;9;SAO PAULO;SP;06/2014;93.615;167;4.431;20.152;36.956;24.504;7.404;0;93.615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE CAMPO GRANDE E REGIÃO - SICREDI CAMPO GRANDE MS;3.042.597;b3S;I;2;;9;CAMPO GRANDE;MS;06/2014;92.637;6;802;2.761;5.044;2.105;110;0;10.827;753;8.057;12.774;4.946;426;6;0;26.961;51;695;1.973;3.218;461;0;0;6.399;0;0;0;0;0;0;0;0;701;5.354;0;0;0;0;0;6.055;0;6.840;16.223;3.952;260;0;0;27.275;610;6.958;7.254;62;0;0;236;15.120;0
COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIÃO DE PIRACICABA;54.401.286;b3S;I;2;;9;PIRACICABA;SP;06/2014;91.434;0;0;2;3;0;0;0;6;1.238;4.447;3.900;1.391;196;0;0;11.172;20;618;1.652;2.854;423;0;0;5.567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;13.405;40.363;11.806;3.092;320;0;69.465;144;3.126;336;161;24;18;1.412;5.223;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA, SENADOR CANEDO E REGIÕES LTDA. - CREDIGOIÁS;37.255.049;b3S;I;2;;9;GOIANIA;GO;06/2014;91.057;0;0;0;0;0;0;0;0;30;240;853;339;0;0;0;1.463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.339;44.178;11.583;0;0;0;61.100;1.072;20.649;5.770;376;9;0;618;28.495;0
COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROF. DA SAÚDE, PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DAS MICRORREGIÕES DE AMERICANA, PIRACICABA E BOTUCATU - UNICRED BANDEIRANTE;3.055.269;b3S;I;2;;9;AMERICANA;SP;06/2014;91.013;17;730;1.807;1.786;29;7;0;4.376;114;4.207;10.897;19.338;9.038;7.518;2.086;53.200;34;2.584;7.283;12.742;3.779;13;0;26.435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5.091;1.802;59;28;9;0;7.003;0
COOPERATIVA DE CRÉDITO RURAL DA ALTA PAULISTA;59.869.560;b3S;I;2;;9;ADAMANTINA;SP;06/2014;90.666;0;2;4;1;0;0;0;7;355;30.857;12.386;3.274;415;0;0;47.286;53;597;1.622;2.779;209;0;0;5.259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.527;12.402;1.258;5;201;0;19.392;171;7.699;558;0;0;0;10.292;18.721;0
BANCO FICSA S.A.;61.348.538;b1;I;2;;8;SAO PAULO;SP;06/2014;90.139;2.334;13.325;24.079;14.869;176;0;0;54.783;0;1.466;0;0;0;0;0;1.466;5.445;4.807;11.754;10.870;0;0;0;32.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988;27;1;0;0;0;0;1.015;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL DO PARANÁ - SICREDI CENTRO SUL PR/SC;78.907.607;b3S;I;2;;9;PRUDENTOPOLIS;PR;06/2014;89.917;7;45;109;96;9;0;0;266;1.170;5.516;7.519;6.071;931;182;0;21.389;171;1.605;4.580;7.911;1.452;0;0;15.719;0;0;0;0;0;0;0;0;328;2.653;0;0;0;0;0;2.981;818;14.582;12.193;11.237;2.634;0;0;41.465;598;5.002;1.202;504;569;25;197;8.097;0
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2.663.426;b3S;I;2;;9;CONSTANTINA;RS;06/2014;89.847;0;0;0;0;0;0;0;0;490;2.473;2.298;1.896;69;0;0;7.226;6;189;515;1.202;272;0;0;2.183;0;0;0;0;0;0;0;0;32;0;0;0;0;0;1;33;1.596;11.683;22.081;10.423;7.757;9.070;0;62.611;1.797;4.826;6.318;3.759;492;109;492;17.794;0
BANCO AZTECA DO BRASIL S.A.;9.391.857;b1;I;3;;8;RECIFE;PE;06/2014;89.218;0;0;0;0;0;0;0;0;6.899;23.295;44.694;5.871;0;0;0;80.759;296;1.960;4.139;2.064;0;0;0;8.459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA MOGIANA;67.096.909;b3S;I;2;;9;FRANCA;SP;06/2014;88.551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;18.755;34.603;2.250;314;11;0;56.067;72;6.961;14.635;7.213;812;0;2.791;32.483;0
COOPERATIVA REGIONAL DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE MINEIRO E NORDESTE PAULISTA LTDA - SICOOB NOSSO CRÉDITO;22.760.839;b3S;I;2;;9;SAO SEBASTIAO DO PARAISO;MG;06/2014;87.237;0;29;72;82;6;0;0;189;11;26;54;116;67;62;0;336;15;253;696;1.159;270;1;0;2.395;0;0;0;0;0;0;0;0;21;4;0;0;0;0;0;26;26;22.358;17.370;9.047;358;11.006;13;60.179;437;6.733;6.953;5.462;1.396;180;2.950;24.111;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES;22.724.710;b3S;I;2;;9;SAO TIAGO;MG;06/2014;86.339;5;184;472;798;109;1;0;1.568;160;3.387;4.985;6.763;2.095;1.480;0;18.870;33;1.030;2.772;4.503;726;0;0;9.064;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;20;104;6.101;18.445;24.031;2.404;12;0;51.098;132;3.965;343;147;11;0;1.119;5.718;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO LTDA - SICOOB ARACOOP;3.320.525;b3S;I;2;;9;ARAGUARI;MG;06/2014;86.256;0;4;9;21;0;0;0;34;345;7.534;11.042;12.384;138;7;0;31.450;13;536;1.486;2.370;37;0;0;4.443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3.427;13.007;14.734;3.068;0;0;34.242;109;8.552;3.302;185;0;0;3.939;16.087;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA.;33.370.115;b3S;I;2;;9;RIO DE JANEIRO;RJ;06/2014;86.199;152;7.096;15.204;34.705;12.861;135;0;70.153;32;735;2.111;1.988;643;16;0;5.526;22;702;1.960;4.548;1.141;1;0;8.374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;73;4;0;0;0;2.063;2.145;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DE SAÚDE DE NÍVEL SUPERIOR, DOS SERVIDORES PÚBLICOS FEDERAIS E DOS EMPRESÁRIOS DO ESTADO DE ALAGOAS - UNICRED ALAGOAS;41.180.092;b3S;I;2;;9;MACEIO;AL;06/2014;85.916;2;281;790;1.360;514;8;0;2.955;200;7.184;17.467;17.846;4.690;1.522;58;48.967;105;4.244;10.538;12.461;738;0;0;28.087;0;0;0;0;0;0;0;0;118;2.058;503;0;0;0;0;2.679;0;0;0;0;0;0;0;0;17;2.289;922;0;0;0;0;3.228;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIÃO MATO GROSSO DO SUL - SICREDI UNIÃO MS;24.654.881;b3S;I;2;;9;CAMPO GRANDE;MS;06/2014;83.655;42;2.239;6.261;12.430;5.016;17;0;26.006;527;6.016;9.357;7.652;1.154;20;0;24.726;10;328;898;1.497;266;0;0;2.999;0;0;0;0;0;0;0;0;975;6.276;0;0;0;0;0;7.251;206;2.437;5.721;1.142;0;0;0;9.506;703;8.266;3.969;15;0;0;212;13.166;0
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS;1.604.998;b3S;I;2;;9;SAO GONCALO DO SAPUCAI;MG;06/2014;82.766;0;150;441;893;163;0;0;1.647;515;3.370;5.440;7.432;1.645;0;0;18.402;39;1.077;2.824;5.415;1.024;0;0;10.379;0;0;0;0;0;0;0;0;45;9;0;0;0;0;0;54;156;15.594;15.689;6.172;2.174;1.087;0;40.872;226;4.997;944;963;0;0;4.282;11.412;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO RIO PARANÁ - SICREDI RIO PARANÁ PR/SP;81.206.039;b3S;I;2;;9;NOVA LONDRINA;PR;06/2014;82.747;16;268;748;1.344;448;22;0;2.846;752;5.832;8.677;5.826;523;69;0;21.678;71;628;1.685;2.395;278;0;0;5.057;0;0;0;0;0;0;0;0;544;3.549;0;0;0;0;0;4.093;334;6.537;13.897;14.528;250;0;0;35.546;1.058;7.888;3.631;342;151;1;458;13.528;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ENCOSTA SUPERIOR DO NORDESTE RS - SICREDI NORDESTE RS;95.213.211;b3S;I;2;;9;ROLANTE;RS;06/2014;82.046;2;74;182;248;47;0;0;552;501;4.483;8.696;9.639;1.857;373;0;25.550;48;1.647;4.813;9.363;2.707;75;0;18.653;0;0;0;0;0;0;0;0;259;3.311;0;0;0;0;0;3.571;123;4.981;10.147;4.612;126;0;0;19.987;385;8.500;4.599;0;0;0;249;13.732;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PATROCÍNIO E REGIÃO LTDA. - SICOOB COOPACREDI;65.229.254;b3S;I;2;;9;PATROCINIO;MG;06/2014;81.826;1;36;31;55;17;0;0;140;86;2.654;2.180;4.131;2.652;25;0;11.729;25;466;1.198;1.947;349;0;0;3.986;0;0;0;0;0;0;0;0;12;3;0;0;0;0;0;15;37;19.992;21.645;12.891;359;46;0;54.970;78;5.020;3.120;1.572;499;0;699;10.987;0
AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;36.321.990;n1;I;2;;14;VITORIA;ES;06/2014;81.746;307;0;1;2;2;1;0;314;21.792;29.528;27.264;2.848;0;0;0;81.432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO INTEGRAÇÃO - SICREDI INTEGRAÇÃO PR/SC;81.054.686;b3S;I;2;;9;LAPA;PR;06/2014;80.531;1;155;420;512;45;0;0;1.134;1.973;8.762;9.737;7.489;1.037;37;0;29.034;102;1.154;3.148;5.239;665;0;0;10.309;0;0;0;0;0;0;0;0;485;3.001;0;0;0;0;0;3.486;229;12.269;9.605;4.779;810;23;0;27.715;640;5.279;1.458;991;321;0;164;8.853;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO ALTO PARANAÍBA LTDA - SICOOB CREDISG;3.645.752;b3S;I;2;;9;SAO GOTARDO;MG;06/2014;79.490;0;0;0;0;0;0;0;0;72;7.164;11.777;8.561;481;4;0;28.060;24;246;637;840;22;0;0;1.769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;197;10.625;20.820;10.054;3.494;0;0;45.190;3;3.703;247;0;0;0;519;4.472;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DAS REGIÕES METROPOLITANAS DA BAIXADA SANTISTA E GRANDE SÃO PAULO LTDA. - UNICRED METROPOLITANA;259.231;b3S;I;2;;9;SANTOS;SP;06/2014;78.990;1;105;405;448;16;0;0;976;425;6.095;15.139;17.753;3.586;2.831;34;45.863;74;2.800;8.000;10.582;421;0;0;21.877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;6.594;3.407;58;0;0;0;10.274;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ALTO JACUÍ - SICREDI ALTO JACUÍ RS;87.779.625;b3S;I;2;;9;NAO-ME-TOQUE;RS;06/2014;78.935;8;107;274;417;141;37;0;984;395;3.293;5.273;5.875;1.617;422;10;16.885;27;870;2.386;4.193;1.043;0;0;8.518;0;0;0;0;0;0;0;0;118;2.533;0;0;0;0;0;2.650;133;3.056;29.583;2.927;420;0;0;36.118;254;5.221;6.209;1.237;680;69;109;13.779;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SÃO JOSÉ DO CERRITO - SICOOB CREDICARU SC;694.389;b3S;I;2;;9;SAO JOSE DO CERRITO;SC;06/2014;78.175;2;126;362;762;112;6;0;1.370;251;3.919;5.058;6.631;852;250;67;17.028;71;870;2.315;4.057;348;0;0;7.661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;15.121;6.119;12.112;6.619;1.934;0;41.993;221;5.978;1.031;1.053;155;0;1.685;10.123;0
COOPERATIVA DE CRÉDITO RURAL E DOS PEQUENOS EMPREENDEDORES DO VALE DO MOGI GUAÇU - SICOOB CREDIGUAÇU;67.960.229;b3S;I;2;;9;DESCALVADO;SP;06/2014;77.311;0;0;0;0;0;0;0;0;0;4;12;43;0;0;0;59;13;128;346;277;0;0;0;765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.049;7.126;22.595;525;0;41;0;31.337;1.413;12.059;12.144;7.524;7.849;115;4.047;45.151;0
COOPERATIVA DE CRÉDITO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92.796.564;b3S;I;2;;9;PORTO ALEGRE;RS;06/2014;77.062;13;502;1.333;1.715;138;0;0;3.702;473;4.852;10.391;7.936;522;0;0;24.174;65;1.701;4.463;7.109;957;0;0;14.295;0;0;0;0;0;0;0;0;795;10.856;0;0;0;0;0;11.651;34;3.958;4.838;2.902;224;0;0;11.955;718;7.862;1.136;631;579;0;357;11.284;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SECRETARIA DE ESTADO DA FAZENDA DE MINAS GERAIS E ÓRGÃOS OFICIAIS DO ESTADO DE MINAS GERAIS LTDA   SICOOB COOPSEF;16.721.078;b3S;I;2;;9;BELO HORIZONTE;MG;06/2014;76.171;46;3.998;10.857;20.859;12.225;6.264;32;54.281;219;3.792;7.067;4.659;2.058;824;0;18.620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;3.246;0;0;0;0;0;3.270;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA.   SICOOB FRUTAL;71.419.600;b3S;I;2;;9;FRUTAL;MG;06/2014;75.218;0;17;56;144;22;0;0;240;123;5.525;16.668;4.134;331;0;0;26.782;1;254;707;857;167;0;0;1.987;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;8;0;5.477;17.336;15.917;194;11;0;38.935;27;4.758;531;99;3;0;1.848;7.266;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE IBIRUBÁ - SICREDI IBIRUBÁ RS;87.732.657;b3S;I;2;;9;IBIRUBA;RS;06/2014;73.872;0;20;54;88;20;1;0;182;572;1.796;3.329;3.606;1.052;972;0;11.328;19;783;2.248;3.677;572;0;0;7.299;0;0;0;0;0;0;0;0;84;1.301;0;0;0;0;0;1.386;335;17.988;17.085;6.033;720;0;0;42.161;273;4.381;4.564;1.529;736;2;32;11.517;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE UNAÍ E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS;86.564.051;b3S;I;2;;9;UNAI;MG;06/2014;73.555;0;47;138;181;0;0;0;366;150;8.202;13.523;7.558;65;13;0;29.511;2;302;771;1.071;59;0;0;2.204;0;0;0;0;0;0;0;0;19;1;0;0;0;0;0;20;34;8.423;19.668;6.671;0;0;0;34.795;16;4.698;912;0;0;0;1.033;6.658;0
COOPERATIVA DE ECONOMIA E CREDITO MÚTUO DOS MÉDICOS DO PLANALTO MÉDIO DO RIO GRANDE DO SUL LTDA - CREDIPLAN;97.259.253;b3S;I;2;;9;PASSO FUNDO;RS;06/2014;73.301;0;0;0;0;0;0;0;0;4;2.007;5.629;11.944;7.923;5.587;0;33.094;9;768;1.985;3.103;911;80;0;6.855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;2.728;5.780;11.996;7.837;4.869;0;33.351;0
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERV E MEMBROS JUSTIÇA TRABALHO E MINIST PÚBL TRABALHO NO TERRITÓRIO NACIONAL, PODER JUD FEDERAL E MPU PARÁ, SANTA CATARINA, TSE E STM NO DF -SICOOB CREDIJUSTRA;37.079.720;b3S;I;2;;9;BRASILIA;DF;06/2014;72.503;19;3.014;8.160;20.029;18.726;14.454;0;64.403;48;1.333;3.113;1.045;276;274;0;6.088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;85;73;122;85;42;1.499;2.011;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOM DESPACHO LTDA - SICOOB CREDIBOM;21.670.187;b3S;I;2;;9;BOM DESPACHO;MG;06/2014;72.241;0;1;3;10;3;0;0;17;0;80;194;323;28;0;0;626;7;767;2.048;2.837;370;0;0;6.028;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;26;64;6.111;11.942;3.588;105;10;0;21.821;567;12.242;12.885;14.430;2.080;32;1.487;43.723;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DOS VALES DO ITAJAÍ E ITAPOCÚ, DO LITORAL DE SANTA CATARINA E LITORAL SUL DO PARANÁ - SICOOB BLUCREDI SUL;3.960.819;b3S;I;2;;9;GUARATUBA;PR;06/2014;72.147;39;1.907;4.158;7.878;3.429;181;0;17.592;1.141;3.576;8.870;9.985;3.001;2.039;0;28.611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;4;2.053;274;3.042;4.119;3.668;1.324;0;14.480;2.909;1.550;1.621;1.738;437;139;3.068;11.461;0
